date,day_idx,pred_cases,smooth_cases_window,truth_cases
2020-07-09,0,203.14612,7,335.0
2020-07-10,1,203.6247,7,346.4285583496094
2020-07-11,2,204.08788,7,367.1428527832031
2020-07-12,3,204.54453,7,377.28570556640625
2020-07-13,4,204.99875,7,384.28570556640625
2020-07-14,5,205.4524,7,374.71429443359375
2020-07-15,6,205.90637,7,376.0
2020-07-16,7,206.36102,7,379.4285583496094
2020-07-17,8,206.81659,7,394.4285583496094
2020-07-18,9,207.27316,7,388.71429443359375
2020-07-19,10,207.73074,7,383.8571472167969
2020-07-20,11,208.18936,7,373.8571472167969
2020-07-21,12,208.64903,7,364.8571472167969
2020-07-22,13,209.10973,7,348.5714416503906
2020-07-23,14,209.57153,7,332.8571472167969
2020-07-24,15,210.03436,7,316.1428527832031
2020-07-25,16,210.49886,7,306.4285583496094
2020-07-26,17,211.01039,7,300.0
2020-07-27,18,213.32211,7,285.28570556640625
2020-07-28,19,219.22621,7,281.71429443359375
2020-07-29,20,223.43568,7,276.4285583496094
2020-07-30,21,225.95659,7,271.0
2020-07-31,22,227.68362,7,266.71429443359375
2020-08-01,23,229.01306,7,271.4285583496094
2020-08-02,24,230.11906,7,269.71429443359375
2020-08-03,25,231.08861,7,275.71429443359375
2020-08-04,26,231.99376,7,258.0
2020-08-05,27,233.22632,7,259.1428527832031
