date,day_idx,pred_cases,smooth_cases_window,truth_cases
2020-07-09,0,242.42505,7,335.0
2020-07-10,1,244.0213,7,346.4285583496094
2020-07-11,2,245.61336,7,367.1428527832031
2020-07-12,3,247.20734,7,377.28570556640625
2020-07-13,4,248.80629,7,384.28570556640625
2020-07-14,5,250.41165,7,374.71429443359375
2020-07-15,6,252.02406,7,376.0
2020-07-16,7,253.64397,7,379.4285583496094
2020-07-17,8,255.27237,7,394.4285583496094
2020-07-18,9,256.98145,7,388.71429443359375
2020-07-19,10,260.7219,7,383.8571472167969
2020-07-20,11,266.85712,7,373.8571472167969
2020-07-21,12,271.26517,7,364.8571472167969
2020-07-22,13,274.45,7,348.5714416503906
2020-07-23,14,277.07516,7,332.8571472167969
2020-07-24,15,279.4194,7,316.1428527832031
2020-07-25,16,281.60547,7,306.4285583496094
2020-07-26,17,283.6944,7,300.0
2020-07-27,18,285.7199,7,285.28570556640625
2020-07-28,19,287.70224,7,281.71429443359375
2020-07-29,20,289.65424,7,276.4285583496094
2020-07-30,21,291.58478,7,271.0
2020-07-31,22,293.49997,7,266.71429443359375
2020-08-01,23,295.40424,7,271.4285583496094
2020-08-02,24,297.30096,7,269.71429443359375
2020-08-03,25,299.19272,7,275.71429443359375
2020-08-04,26,301.08167,7,258.0
2020-08-05,27,303.00168,7,259.1428527832031
