date,day_idx,pred_cases,smooth_cases_window,truth_cases
2020-07-09,0,423.87317,7,335.0
2020-07-10,1,426.0403,7,346.4285583496094
2020-07-11,2,428.2849,7,367.1428527832031
2020-07-12,3,430.60474,7,377.28570556640625
2020-07-13,4,432.97614,7,384.28570556640625
2020-07-14,5,435.37115,7,374.71429443359375
2020-07-15,6,437.76935,7,376.0
2020-07-16,7,440.15988,7,379.4285583496094
2020-07-17,8,442.5402,7,394.4285583496094
2020-07-18,9,444.98038,7,388.71429443359375
2020-07-19,10,448.73248,7,383.8571472167969
2020-07-20,11,453.528,7,373.8571472167969
2020-07-21,12,456.98566,7,364.8571472167969
2020-07-22,13,459.78955,7,348.5714416503906
2020-07-23,14,462.34988,7,332.8571472167969
2020-07-24,15,464.79968,7,316.1428527832031
2020-07-25,16,467.18677,7,306.4285583496094
2020-07-26,17,469.52975,7,300.0
2020-07-27,18,471.8349,7,285.28570556640625
2020-07-28,19,474.10126,7,281.71429443359375
2020-07-29,20,476.32254,7,276.4285583496094
2020-07-30,21,478.48663,7,271.0
2020-07-31,22,480.57288,7,266.71429443359375
2020-08-01,23,482.5428,7,271.4285583496094
2020-08-02,24,484.2879,7,269.71429443359375
2020-08-03,25,484.23062,7,275.71429443359375
2020-08-04,26,487.57782,7,258.0
2020-08-05,27,494.8021,7,259.1428527832031
