date,day_idx,pred_cases,smooth_cases_window,truth_cases
2020-07-09,0,264.92673,7,335.0
2020-07-10,1,264.3173,7,346.4285583496094
2020-07-11,2,263.6826,7,367.1428527832031
2020-07-12,3,263.03546,7,377.28570556640625
2020-07-13,4,262.3822,7,384.28570556640625
2020-07-14,5,261.7262,7,374.71429443359375
2020-07-15,6,261.06897,7,376.0
2020-07-16,7,260.41138,7,379.4285583496094
2020-07-17,8,259.75388,7,394.4285583496094
2020-07-18,9,259.09662,7,388.71429443359375
2020-07-19,10,258.44022,7,383.8571472167969
2020-07-20,11,257.79028,7,373.8571472167969
2020-07-21,12,257.2206,7,364.8571472167969
2020-07-22,13,257.74173,7,348.5714416503906
2020-07-23,14,261.3534,7,332.8571472167969
2020-07-24,15,264.2865,7,316.1428527832031
2020-07-25,16,265.69525,7,306.4285583496094
2020-07-26,17,266.29147,7,300.0
2020-07-27,18,266.47852,7,285.28570556640625
2020-07-28,19,266.43964,7,281.71429443359375
2020-07-29,20,266.2634,7,276.4285583496094
2020-07-30,21,265.99704,7,271.0
2020-07-31,22,265.66794,7,266.71429443359375
2020-08-01,23,265.293,7,271.4285583496094
2020-08-02,24,264.88354,7,269.71429443359375
2020-08-03,25,264.44717,7,275.71429443359375
2020-08-04,26,263.99042,7,258.0
2020-08-05,27,263.60364,7,259.1428527832031
