date,day_idx,pred_cases,smooth_cases_window,truth_cases
2020-07-09,0,302.60278,7,335.0
2020-07-10,1,302.6301,7,346.4285583496094
2020-07-11,2,302.6518,7,367.1428527832031
2020-07-12,3,302.67014,7,377.28570556640625
2020-07-13,4,302.68637,7,384.28570556640625
2020-07-14,5,302.70108,7,374.71429443359375
2020-07-15,6,302.7146,7,376.0
2020-07-16,7,302.72705,7,379.4285583496094
2020-07-17,8,302.73853,7,394.4285583496094
2020-07-18,9,302.74896,7,388.71429443359375
2020-07-19,10,302.75836,7,383.8571472167969
2020-07-20,11,302.76666,7,373.8571472167969
2020-07-21,12,302.7737,7,364.8571472167969
2020-07-22,13,302.7795,7,348.5714416503906
2020-07-23,14,302.7838,7,332.8571472167969
2020-07-24,15,302.7866,7,316.1428527832031
2020-07-25,16,302.78754,7,306.4285583496094
2020-07-26,17,302.78653,7,300.0
2020-07-27,18,302.7833,7,285.28570556640625
2020-07-28,19,302.77756,7,281.71429443359375
2020-07-29,20,302.76907,7,276.4285583496094
2020-07-30,21,302.7576,7,271.0
2020-07-31,22,302.74283,7,266.71429443359375
2020-08-01,23,302.72455,7,271.4285583496094
2020-08-02,24,302.70258,7,269.71429443359375
2020-08-03,25,302.6768,7,275.71429443359375
2020-08-04,26,302.64722,7,258.0
2020-08-05,27,302.61755,7,259.1428527832031
