date,observed_or_filled_yoy_pp,clipped_yoy_pp,noise_pp,released_yoy_pp,scaled_signal
2020-02-29,-2.0,-2.0,0.017066354,-1.9829336,-0.019829337
2020-03-01,-2.0,-2.0,-0.017931635,-2.0179317,-0.020179316
2020-03-02,-6.0,-6.0,0.08692962,-5.91307,-0.059130702
2020-03-03,-12.0,-12.0,0.01423892,-11.985761,-0.11985761
2020-03-04,-12.0,-12.0,-0.072710626,-12.072711,-0.12072711
2020-03-05,-9.0,-9.0,0.04908215,-8.950918,-0.08950918
2020-03-06,-15.0,-15.0,0.1770022,-14.822998,-0.14822999
2020-03-07,-10.0,-10.0,0.12855476,-9.871446,-0.098714456
2020-03-08,-4.0,-4.0,-0.09552353,-4.0955234,-0.040955234
2020-03-09,-18.0,-18.0,-0.17176564,-18.171766,-0.18171766
2020-03-10,-30.0,-30.0,-0.08460195,-30.084602,-0.300846
2020-03-11,-36.0,-36.0,0.005609501,-35.994392,-0.35994393
2020-03-12,-52.0,-52.0,-0.31559476,-52.315594,-0.5231559
2020-03-13,-61.0,-61.0,-0.029698318,-61.029697,-0.61029696
2020-03-14,-64.0,-64.0,-0.16911732,-64.16912,-0.6416912
2020-03-15,-69.0,-69.0,-0.09939642,-69.099396,-0.69099396
2020-03-16,-77.0,-77.0,-0.07387656,-77.073875,-0.7707388
2020-03-17,-100.0,-100.0,-0.042933915,-100.0,-1.0
2020-03-18,-100.0,-100.0,0.05587386,-99.94413,-0.9994413
2020-03-19,-100.0,-100.0,0.14150856,-99.85849,-0.9985849
2020-03-20,-100.0,-100.0,-0.017447023,-100.0,-1.0
2020-03-21,-100.0,-100.0,0.18548086,-99.81452,-0.9981452
2020-03-22,-100.0,-100.0,-0.09029212,-100.0,-1.0
2020-03-23,-100.0,-100.0,0.047713235,-99.952286,-0.99952286
2020-03-24,-100.0,-100.0,0.12263513,-99.877365,-0.99877363
2020-03-25,-100.0,-100.0,0.01276103,-99.987236,-0.9998724
2020-03-26,-100.0,-100.0,-0.10092101,-100.0,-1.0
2020-03-27,-100.0,-100.0,-0.12511306,-100.0,-1.0
2020-03-28,-100.0,-100.0,-0.062130734,-100.0,-1.0
2020-03-29,-100.0,-100.0,0.02988882,-99.97011,-0.9997011
2020-03-30,-100.0,-100.0,-0.13704343,-100.0,-1.0
2020-03-31,-100.0,-100.0,-0.02839305,-100.0,-1.0
2020-04-01,-100.0,-100.0,-0.021612866,-100.0,-1.0
2020-04-02,-100.0,-100.0,0.07341324,-99.92659,-0.9992659
2020-04-03,-100.0,-100.0,0.029137375,-99.97086,-0.99970865
2020-04-04,-100.0,-100.0,0.04823754,-99.95176,-0.9995176
2020-04-05,-100.0,-100.0,-0.08874931,-100.0,-1.0
2020-04-06,-100.0,-100.0,-0.01759348,-100.0,-1.0
2020-04-07,-100.0,-100.0,0.106415175,-99.893585,-0.9989359
2020-04-08,-100.0,-100.0,0.20271519,-99.79729,-0.99797285
2020-04-09,-100.0,-100.0,-0.1709029,-100.0,-1.0
2020-04-10,-100.0,-100.0,0.20549682,-99.7945,-0.997945
2020-04-11,-100.0,-100.0,0.18268628,-99.817314,-0.9981731
2020-04-12,-100.0,-100.0,0.10605355,-99.89394,-0.99893945
2020-04-13,-100.0,-100.0,0.035896648,-99.9641,-0.99964106
2020-04-14,-100.0,-100.0,-0.04261122,-100.0,-1.0
2020-04-15,-100.0,-100.0,0.19790864,-99.80209,-0.99802095
2020-04-16,-100.0,-100.0,0.2660813,-99.73392,-0.9973392
2020-04-17,-100.0,-100.0,0.24455011,-99.75545,-0.9975545
2020-04-18,-100.0,-100.0,0.1785094,-99.82149,-0.9982149
2020-04-19,-100.0,-100.0,0.04851006,-99.95149,-0.99951494
2020-04-20,-100.0,-100.0,-0.16401461,-100.0,-1.0
2020-04-21,-100.0,-100.0,-0.0006045946,-100.0,-1.0
2020-04-22,-100.0,-100.0,0.08910852,-99.91089,-0.9991089
2020-04-23,-100.0,-100.0,-0.17487946,-100.0,-1.0
2020-04-24,-100.0,-100.0,0.053633034,-99.946365,-0.9994637
2020-04-25,-100.0,-100.0,0.05834879,-99.94165,-0.99941653
2020-04-26,-100.0,-100.0,0.09447937,-99.90552,-0.99905515
2020-04-27,-100.0,-100.0,-0.16072966,-100.0,-1.0
2020-04-28,-100.0,-100.0,-0.089818105,-100.0,-1.0
2020-04-29,-100.0,-100.0,-0.059240796,-100.0,-1.0
2020-04-30,-100.0,-100.0,-0.15878643,-100.0,-1.0
2020-05-01,-100.0,-100.0,0.23609811,-99.7639,-0.997639
2020-05-02,-100.0,-100.0,-0.06731387,-100.0,-1.0
2020-05-03,-100.0,-100.0,0.044653643,-99.955345,-0.99955344
2020-05-04,-100.0,-100.0,-0.03509809,-100.0,-1.0
2020-05-05,-100.0,-100.0,0.21493725,-99.785065,-0.99785066
2020-05-06,-100.0,-100.0,0.179223,-99.82078,-0.9982078
2020-05-07,-100.0,-100.0,0.08596995,-99.91403,-0.9991403
2020-05-08,-100.0,-100.0,-0.29909977,-100.0,-1.0
2020-05-09,-100.0,-100.0,0.007062303,-99.992935,-0.99992937
2020-05-10,-100.0,-100.0,0.092802115,-99.907196,-0.99907196
2020-05-11,-99.98,-99.98,0.13627562,-99.84373,-0.9984373
2020-05-12,-100.0,-100.0,-0.0838734,-100.0,-1.0
2020-05-13,-100.0,-100.0,0.24731597,-99.752686,-0.9975269
2020-05-14,-99.98,-99.98,-0.17923251,-100.0,-1.0
