date,observed_or_filled_yoy_pp,clipped_yoy_pp,noise_pp,released_yoy_pp,scaled_signal
2020-02-29,-2.0,-2.0,0.43039706,-1.569603,-0.01569603
2020-03-01,-2.0,-2.0,-0.45221862,-2.4522185,-0.024522185
2020-03-02,-6.0,-6.0,2.1922815,-3.8077185,-0.038077187
2020-03-03,-12.0,-12.0,0.3590919,-11.640908,-0.116409086
2020-03-04,-12.0,-12.0,-1.8336923,-13.833693,-0.13833693
2020-03-05,-9.0,-9.0,1.2378047,-7.7621956,-0.07762196
2020-03-06,-15.0,-15.0,4.4638257,-10.536175,-0.105361745
2020-03-07,-10.0,-10.0,3.2420278,-6.7579722,-0.067579724
2020-03-08,-4.0,-4.0,-2.4090118,-6.409012,-0.06409012
2020-03-09,-18.0,-18.0,-4.331764,-22.331764,-0.22331764
2020-03-10,-30.0,-30.0,-2.1335802,-32.13358,-0.3213358
2020-03-11,-36.0,-36.0,0.14146623,-35.858532,-0.35858533
2020-03-12,-52.0,-52.0,-7.958997,-59.958996,-0.59958994
2020-03-13,-61.0,-61.0,-0.74896306,-61.748962,-0.61748964
2020-03-14,-64.0,-64.0,-4.2649765,-68.26498,-0.6826498
2020-03-15,-69.0,-69.0,-2.5066824,-71.50668,-0.71506685
2020-03-16,-77.0,-77.0,-1.863096,-78.8631,-0.78863096
2020-03-17,-100.0,-100.0,-1.0827521,-100.0,-1.0
2020-03-18,-100.0,-100.0,1.409085,-98.59091,-0.9859091
2020-03-19,-100.0,-100.0,3.56871,-96.43129,-0.9643129
2020-03-20,-100.0,-100.0,-0.4399972,-100.0,-1.0
2020-03-21,-100.0,-100.0,4.6776495,-95.32235,-0.95322347
2020-03-22,-100.0,-100.0,-2.2770805,-100.0,-1.0
2020-03-23,-100.0,-100.0,1.203282,-98.796715,-0.98796713
2020-03-24,-100.0,-100.0,3.0927403,-96.90726,-0.9690726
2020-03-25,-100.0,-100.0,0.32182094,-99.67818,-0.99678177
2020-03-26,-100.0,-100.0,-2.5451312,-100.0,-1.0
2020-03-27,-100.0,-100.0,-3.1552312,-100.0,-1.0
2020-03-28,-100.0,-100.0,-1.5668775,-100.0,-1.0
2020-03-29,-100.0,-100.0,0.7537674,-99.24623,-0.99246234
2020-03-30,-100.0,-100.0,-3.456104,-100.0,-1.0
2020-03-31,-100.0,-100.0,-0.7160455,-100.0,-1.0
2020-04-01,-100.0,-100.0,-0.54505575,-100.0,-1.0
2020-04-02,-100.0,-100.0,1.8514113,-98.14859,-0.9814859
2020-04-03,-100.0,-100.0,0.7348167,-99.26518,-0.9926518
2020-04-04,-100.0,-100.0,1.2165045,-98.78349,-0.98783493
2020-04-05,-100.0,-100.0,-2.2381725,-100.0,-1.0
2020-04-06,-100.0,-100.0,-0.4436907,-100.0,-1.0
2020-04-07,-100.0,-100.0,2.6836884,-97.316315,-0.9731631
2020-04-08,-100.0,-100.0,5.1122823,-94.88772,-0.94887716
2020-04-09,-100.0,-100.0,-4.310007,-100.0,-1.0
2020-04-10,-100.0,-100.0,5.182432,-94.817566,-0.94817567
2020-04-11,-100.0,-100.0,4.607173,-95.39283,-0.9539283
2020-04-12,-100.0,-100.0,2.674569,-97.32543,-0.9732543
2020-04-13,-100.0,-100.0,0.90527904,-99.09472,-0.9909472
2020-04-14,-100.0,-100.0,-1.074614,-100.0,-1.0
2020-04-15,-100.0,-100.0,4.991066,-95.008934,-0.95008934
2020-04-16,-100.0,-100.0,6.7103157,-93.28969,-0.93289685
2020-04-17,-100.0,-100.0,6.167319,-93.83268,-0.9383268
2020-04-18,-100.0,-100.0,4.501836,-95.49816,-0.9549816
2020-04-19,-100.0,-100.0,1.2233772,-98.77663,-0.98776627
2020-04-20,-100.0,-100.0,-4.136291,-100.0,-1.0
2020-04-21,-100.0,-100.0,-0.015247296,-100.0,-1.0
2020-04-22,-100.0,-100.0,2.2472312,-97.75277,-0.9775277
2020-04-23,-100.0,-100.0,-4.410292,-100.0,-1.0
2020-04-24,-100.0,-100.0,1.3525736,-98.64742,-0.9864742
2020-04-25,-100.0,-100.0,1.4715005,-98.528496,-0.985285
2020-04-26,-100.0,-100.0,2.382679,-97.617325,-0.9761732
2020-04-27,-100.0,-100.0,-4.053448,-100.0,-1.0
2020-04-28,-100.0,-100.0,-2.2651265,-100.0,-1.0
2020-04-29,-100.0,-100.0,-1.493996,-100.0,-1.0
2020-04-30,-100.0,-100.0,-4.0044417,-100.0,-1.0
2020-05-01,-100.0,-100.0,5.954168,-94.04583,-0.9404583
2020-05-02,-100.0,-100.0,-1.6975913,-100.0,-1.0
2020-05-03,-100.0,-100.0,1.126122,-98.87388,-0.9887388
2020-05-04,-100.0,-100.0,-0.8851402,-100.0,-1.0
2020-05-05,-100.0,-100.0,5.4205112,-94.57949,-0.9457949
2020-05-06,-100.0,-100.0,4.519832,-95.48017,-0.95480174
2020-05-07,-100.0,-100.0,2.1680796,-97.83192,-0.97831917
2020-05-08,-100.0,-100.0,-7.5430093,-100.0,-1.0
2020-05-09,-100.0,-100.0,0.1781045,-99.82189,-0.9982189
2020-05-10,-100.0,-100.0,2.3403804,-97.65962,-0.97659624
2020-05-11,-99.98,-99.98,3.4367404,-96.54327,-0.96543264
2020-05-12,-100.0,-100.0,-2.1152065,-100.0,-1.0
2020-05-13,-100.0,-100.0,6.2370715,-93.76293,-0.93762934
2020-05-14,-99.98,-99.98,-4.520072,-100.0,-1.0
2020-05-15,-99.96,-99.96,-2.264529,-100.0,-1.0
2020-05-16,-99.96,-99.96,3.2008436,-96.759155,-0.9675915
2020-05-17,-99.96,-99.96,0.16792274,-99.792076,-0.99792075
2020-05-18,-99.19,-99.19,6.8545485,-92.33546,-0.92335457
2020-05-19,-99.36,-99.36,0.64533496,-98.71467,-0.9871467
2020-05-20,-98.63,-98.63,-2.1675367,-100.0,-1.0
2020-05-21,-99.12,-99.12,-1.2924676,-100.0,-1.0
2020-05-22,-99.51,-99.51,-3.7351887,-100.0,-1.0
2020-05-23,-99.5,-99.5,-4.3737283,-100.0,-1.0
2020-05-24,-99.72,-99.72,2.1580114,-97.56199,-0.9756199
2020-05-25,-99.66,-99.66,1.9894347,-97.67057,-0.97670573
2020-05-26,-99.25,-99.25,4.4315066,-94.8185,-0.94818497
2020-05-27,-98.69,-98.69,-2.5831509,-100.0,-1.0
2020-05-28,-98.78,-98.78,5.7821174,-92.99788,-0.9299788
2020-05-29,-99.27,-99.27,-0.9837796,-100.0,-1.0
2020-05-30,-99.22,-99.22,5.3894815,-93.83052,-0.9383052
2020-05-31,-99.52,-99.52,-1.4815035,-100.0,-1.0
2020-06-01,-99.31,-99.31,-2.5176911,-100.0,-1.0
2020-06-02,-99.32,-99.32,0.8550601,-98.46494,-0.9846494
2020-06-03,-99.33,-99.33,3.5308487,-95.79916,-0.95799154
2020-06-04,-99.3,-99.3,0.5511646,-98.74884,-0.9874884
2020-06-05,-99.62,-99.62,-2.00437,-100.0,-1.0
2020-06-06,-99.49,-99.49,-4.5912356,-100.0,-1.0
2020-06-07,-99.43,-99.43,-4.7976546,-100.0,-1.0
2020-06-08,-99.77,-99.77,1.7207735,-98.049225,-0.98049223
2020-06-09,-99.45,-99.45,3.387965,-96.062035,-0.96062034
2020-06-10,-99.15,-99.15,-0.5624098,-99.71241,-0.9971241
2020-06-11,-99.17,-99.17,-3.6777434,-100.0,-1.0
2020-06-12,-99.62,-99.62,2.9885798,-96.631424,-0.96631426
2020-06-13,-99.59,-99.59,-4.383018,-100.0,-1.0
2020-06-14,-99.58,-99.58,-2.44096,-100.0,-1.0
2020-06-15,-99.65,-99.65,2.1258554,-97.52415,-0.9752415
2020-06-16,-99.67,-99.67,-7.7026362,-100.0,-1.0
2020-06-17,-99.59,-99.59,1.3226124,-98.26739,-0.9826739
2020-06-18,-99.24,-99.24,-1.9910609,-100.0,-1.0
2020-06-19,-99.72,-99.72,0.374084,-99.34592,-0.99345917
2020-06-20,-99.63,-99.63,-0.2591399,-99.88914,-0.99889135
2020-06-21,-99.77,-99.77,0.6918738,-99.078125,-0.99078125
2020-06-22,-97.45,-97.45,2.3762748,-95.07372,-0.95073724
2020-06-23,-96.53,-96.53,-2.5960355,-99.12604,-0.99126035
2020-06-24,-95.96,-95.96,4.864276,-91.095726,-0.9109573
2020-06-25,-94.93,-94.93,2.4855492,-92.44445,-0.9244445
2020-06-26,-93.73,-93.73,2.8882482,-90.84176,-0.9084176
2020-06-27,-94.84,-94.84,3.987538,-90.852455,-0.9085246
2020-06-28,-94.59,-94.59,2.6960557,-91.89394,-0.9189394
2020-06-29,-95.19,-95.19,2.8894327,-92.30057,-0.9230057
2020-06-30,-94.42,-94.42,0.25877047,-94.161224,-0.94161224
2020-07-01,-94.28,-94.28,-4.8841023,-99.1641,-0.991641
2020-07-02,-89.52,-89.52,-0.46228358,-89.98228,-0.8998228
2020-07-03,-93.94,-93.94,-2.6341865,-96.57419,-0.9657419
2020-07-04,-92.18,-92.18,-4.8703,-97.0503,-0.97050303
2020-07-05,-92.6,-92.6,0.8847302,-91.71527,-0.9171527
2020-07-06,-96.22,-96.22,-1.9462466,-98.166245,-0.98166245
2020-07-07,-94.24,-94.24,-3.5252051,-97.765205,-0.9776521
2020-07-08,-95.07,-95.07,-3.5703795,-98.64038,-0.9864038
2020-07-09,-91.97,-91.97,0.91883975,-91.05116,-0.9105116
2020-07-10,-98.4,-98.4,1.2277983,-97.1722,-0.971722
2020-07-11,-91.95,-91.95,4.527009,-87.42299,-0.8742299
2020-07-12,-89.23,-89.23,-0.047632404,-89.27763,-0.8927763
2020-07-13,-93.34,-93.34,3.566404,-89.77359,-0.8977359
2020-07-14,-92.1,-92.1,4.800204,-87.2998,-0.872998
2020-07-15,-91.84,-91.84,3.9372232,-87.90277,-0.8790277
2020-07-16,-90.7,-90.7,-8.096859,-98.79686,-0.9879686
2020-07-17,-90.15,-90.15,4.2060046,-85.944,-0.85944
2020-07-18,-87.83,-87.83,1.1625801,-86.66742,-0.8666742
2020-07-19,-89.73,-89.73,1.4506453,-88.27936,-0.8827936
2020-07-20,-93.6,-93.6,1.270778,-92.32922,-0.9232922
2020-07-21,-92.03,-92.03,1.3102463,-90.71975,-0.9071975
2020-07-22,-95.68,-95.68,1.0934122,-94.586586,-0.94586587
2020-07-23,-93.64,-93.64,-1.2286246,-94.86862,-0.94868624
2020-07-24,-90.55,-90.55,-6.5096383,-97.05964,-0.9705964
2020-07-25,-86.35,-86.35,-0.37283462,-86.72283,-0.8672283
2020-07-26,-89.14,-89.14,-2.7513182,-91.89132,-0.9189132
2020-07-27,-92.77,-92.77,3.697593,-89.0724,-0.890724
2020-07-28,-92.02,-92.02,-0.9884995,-93.0085,-0.930085
2020-07-29,-90.65,-90.65,0.2857511,-90.36425,-0.9036425
2020-07-30,-91.22,-91.22,-2.9083533,-94.12836,-0.9412836
2020-07-31,-88.58,-88.58,-1.7479522,-90.32796,-0.90327954
2020-08-01,-85.06,-85.06,-0.039479736,-85.09948,-0.8509948
2020-08-02,-88.23,-88.23,-5.0847054,-93.31471,-0.93314713
2020-08-03,-91.35,-91.35,1.029299,-90.3207,-0.903207
2020-08-04,-96.99,-96.99,-0.36310434,-97.3531,-0.973531
2020-08-05,-88.56,-88.56,-4.0589314,-92.61893,-0.92618924
