date,observed_or_filled_yoy_pp,clipped_yoy_pp,noise_pp,released_yoy_pp,scaled_signal
2020-02-29,-2.0,-2.0,0.13653083,-1.8634691,-0.018634692
2020-03-01,-2.0,-2.0,-0.14345308,-2.1434531,-0.02143453
2020-03-02,-6.0,-6.0,0.69543695,-5.304563,-0.05304563
2020-03-03,-12.0,-12.0,0.11391136,-11.886088,-0.118860886
2020-03-04,-12.0,-12.0,-0.581685,-12.581685,-0.12581685
2020-03-05,-9.0,-9.0,0.3926572,-8.607343,-0.08607343
2020-03-06,-15.0,-15.0,1.4160177,-13.583982,-0.13583982
2020-03-07,-10.0,-10.0,1.0284381,-8.971561,-0.089715615
2020-03-08,-4.0,-4.0,-0.76418823,-4.7641883,-0.047641885
2020-03-09,-18.0,-18.0,-1.3741251,-19.374125,-0.19374125
2020-03-10,-30.0,-30.0,-0.6768156,-30.676815,-0.30676815
2020-03-11,-36.0,-36.0,0.04487601,-35.955124,-0.35955125
2020-03-12,-52.0,-52.0,-2.524758,-54.524757,-0.54524755
2020-03-13,-61.0,-61.0,-0.23758654,-61.237587,-0.61237586
2020-03-14,-64.0,-64.0,-1.3529385,-65.352936,-0.65352935
2020-03-15,-69.0,-69.0,-0.7951714,-69.79517,-0.69795173
2020-03-16,-77.0,-77.0,-0.5910125,-77.59101,-0.77591014
2020-03-17,-100.0,-100.0,-0.34347132,-100.0,-1.0
2020-03-18,-100.0,-100.0,0.44699088,-99.55301,-0.99553007
2020-03-19,-100.0,-100.0,1.1320685,-98.867935,-0.98867935
2020-03-20,-100.0,-100.0,-0.13957618,-100.0,-1.0
2020-03-21,-100.0,-100.0,1.4838469,-98.51615,-0.98516154
2020-03-22,-100.0,-100.0,-0.72233695,-100.0,-1.0
2020-03-23,-100.0,-100.0,0.38170588,-99.61829,-0.9961829
2020-03-24,-100.0,-100.0,0.98108107,-99.01892,-0.9901892
2020-03-25,-100.0,-100.0,0.10208824,-99.89791,-0.9989791
2020-03-26,-100.0,-100.0,-0.8073681,-100.0,-1.0
2020-03-27,-100.0,-100.0,-1.0009044,-100.0,-1.0
2020-03-28,-100.0,-100.0,-0.49704587,-100.0,-1.0
2020-03-29,-100.0,-100.0,0.23911056,-99.76089,-0.9976089
2020-03-30,-100.0,-100.0,-1.0963475,-100.0,-1.0
2020-03-31,-100.0,-100.0,-0.2271444,-100.0,-1.0
2020-04-01,-100.0,-100.0,-0.17290293,-100.0,-1.0
2020-04-02,-100.0,-100.0,0.5873059,-99.4127,-0.994127
2020-04-03,-100.0,-100.0,0.233099,-99.7669,-0.997669
2020-04-04,-100.0,-100.0,0.38590032,-99.6141,-0.99614096
2020-04-05,-100.0,-100.0,-0.7099945,-100.0,-1.0
2020-04-06,-100.0,-100.0,-0.14074785,-100.0,-1.0
2020-04-07,-100.0,-100.0,0.8513214,-99.14868,-0.9914868
2020-04-08,-100.0,-100.0,1.6217215,-98.37828,-0.9837828
2020-04-09,-100.0,-100.0,-1.3672231,-100.0,-1.0
2020-04-10,-100.0,-100.0,1.6439745,-98.356026,-0.98356026
2020-04-11,-100.0,-100.0,1.4614903,-98.53851,-0.9853851
2020-04-12,-100.0,-100.0,0.8484284,-99.15157,-0.99151576
2020-04-13,-100.0,-100.0,0.28717318,-99.71283,-0.9971283
2020-04-14,-100.0,-100.0,-0.34088975,-100.0,-1.0
2020-04-15,-100.0,-100.0,1.5832691,-98.41673,-0.98416734
2020-04-16,-100.0,-100.0,2.1286504,-97.87135,-0.9787135
2020-04-17,-100.0,-100.0,1.9564009,-98.0436,-0.980436
2020-04-18,-100.0,-100.0,1.4280752,-98.57192,-0.9857192
2020-04-19,-100.0,-100.0,0.38808048,-99.61192,-0.99611926
2020-04-20,-100.0,-100.0,-1.3121169,-100.0,-1.0
2020-04-21,-100.0,-100.0,-0.0048367567,-100.0,-1.0
2020-04-22,-100.0,-100.0,0.71286815,-99.28713,-0.99287134
2020-04-23,-100.0,-100.0,-1.3990357,-100.0,-1.0
2020-04-24,-100.0,-100.0,0.42906427,-99.57094,-0.99570936
2020-04-25,-100.0,-100.0,0.46679032,-99.53321,-0.9953321
2020-04-26,-100.0,-100.0,0.75583494,-99.24416,-0.99244165
2020-04-27,-100.0,-100.0,-1.2858373,-100.0,-1.0
2020-04-28,-100.0,-100.0,-0.71854484,-100.0,-1.0
2020-04-29,-100.0,-100.0,-0.47392637,-100.0,-1.0
2020-04-30,-100.0,-100.0,-1.2702914,-100.0,-1.0
2020-05-01,-100.0,-100.0,1.8887849,-98.11121,-0.9811121
2020-05-02,-100.0,-100.0,-0.538511,-100.0,-1.0
2020-05-03,-100.0,-100.0,0.35722914,-99.64277,-0.9964277
2020-05-04,-100.0,-100.0,-0.28078473,-100.0,-1.0
2020-05-05,-100.0,-100.0,1.719498,-98.2805,-0.982805
2020-05-06,-100.0,-100.0,1.433784,-98.566216,-0.98566216
2020-05-07,-100.0,-100.0,0.6877596,-99.31224,-0.9931224
2020-05-08,-100.0,-100.0,-2.3927982,-100.0,-1.0
2020-05-09,-100.0,-100.0,0.056498423,-99.943504,-0.99943507
2020-05-10,-100.0,-100.0,0.7424169,-99.25758,-0.9925758
2020-05-11,-99.98,-99.98,1.090205,-98.8898,-0.98889804
