date,observed_or_filled_yoy_pp,clipped_yoy_pp,noise_pp,released_yoy_pp,scaled_signal
2020-02-29,-2.0,-2.0,0.034132708,-1.9658673,-0.019658674
2020-03-01,-2.0,-2.0,-0.03586327,-2.0358632,-0.020358631
2020-03-02,-6.0,-6.0,0.17385924,-5.826141,-0.05826141
2020-03-03,-12.0,-12.0,0.02847784,-11.971522,-0.11971522
2020-03-04,-12.0,-12.0,-0.14542125,-12.145421,-0.12145421
2020-03-05,-9.0,-9.0,0.0981643,-8.901835,-0.08901835
2020-03-06,-15.0,-15.0,0.3540044,-14.645995,-0.14645995
2020-03-07,-10.0,-10.0,0.25710952,-9.74289,-0.0974289
2020-03-08,-4.0,-4.0,-0.19104706,-4.191047,-0.041910473
2020-03-09,-18.0,-18.0,-0.34353128,-18.34353,-0.1834353
2020-03-10,-30.0,-30.0,-0.1692039,-30.169205,-0.30169204
2020-03-11,-36.0,-36.0,0.011219002,-35.98878,-0.3598878
2020-03-12,-52.0,-52.0,-0.6311895,-52.63119,-0.52631193
2020-03-13,-61.0,-61.0,-0.059396636,-61.059395,-0.610594
2020-03-14,-64.0,-64.0,-0.33823463,-64.338234,-0.6433823
2020-03-15,-69.0,-69.0,-0.19879285,-69.19879,-0.69198793
2020-03-16,-77.0,-77.0,-0.14775312,-77.14775,-0.7714775
2020-03-17,-100.0,-100.0,-0.08586783,-100.0,-1.0
2020-03-18,-100.0,-100.0,0.11174772,-99.88825,-0.99888253
2020-03-19,-100.0,-100.0,0.28301713,-99.71698,-0.9971698
2020-03-20,-100.0,-100.0,-0.034894045,-100.0,-1.0
2020-03-21,-100.0,-100.0,0.37096173,-99.629036,-0.9962904
2020-03-22,-100.0,-100.0,-0.18058424,-100.0,-1.0
2020-03-23,-100.0,-100.0,0.09542647,-99.90457,-0.9990457
2020-03-24,-100.0,-100.0,0.24527027,-99.75473,-0.9975473
2020-03-25,-100.0,-100.0,0.02552206,-99.97448,-0.9997448
2020-03-26,-100.0,-100.0,-0.20184202,-100.0,-1.0
2020-03-27,-100.0,-100.0,-0.2502261,-100.0,-1.0
2020-03-28,-100.0,-100.0,-0.12426147,-100.0,-1.0
2020-03-29,-100.0,-100.0,0.05977764,-99.94022,-0.9994022
2020-03-30,-100.0,-100.0,-0.27408686,-100.0,-1.0
2020-03-31,-100.0,-100.0,-0.0567861,-100.0,-1.0
2020-04-01,-100.0,-100.0,-0.04322573,-100.0,-1.0
2020-04-02,-100.0,-100.0,0.14682648,-99.85317,-0.9985317
2020-04-03,-100.0,-100.0,0.05827475,-99.94173,-0.99941725
2020-04-04,-100.0,-100.0,0.09647508,-99.90353,-0.99903524
2020-04-05,-100.0,-100.0,-0.17749862,-100.0,-1.0
2020-04-06,-100.0,-100.0,-0.03518696,-100.0,-1.0
2020-04-07,-100.0,-100.0,0.21283035,-99.78717,-0.9978717
2020-04-08,-100.0,-100.0,0.40543038,-99.59457,-0.9959457
2020-04-09,-100.0,-100.0,-0.3418058,-100.0,-1.0
2020-04-10,-100.0,-100.0,0.41099364,-99.589005,-0.99589
2020-04-11,-100.0,-100.0,0.36537257,-99.63463,-0.9963463
2020-04-12,-100.0,-100.0,0.2121071,-99.787895,-0.99787897
2020-04-13,-100.0,-100.0,0.071793295,-99.92821,-0.99928206
2020-04-14,-100.0,-100.0,-0.08522244,-100.0,-1.0
2020-04-15,-100.0,-100.0,0.39581728,-99.60418,-0.9960418
2020-04-16,-100.0,-100.0,0.5321626,-99.467834,-0.9946783
2020-04-17,-100.0,-100.0,0.48910022,-99.5109,-0.995109
2020-04-18,-100.0,-100.0,0.3570188,-99.64298,-0.9964298
2020-04-19,-100.0,-100.0,0.09702012,-99.90298,-0.99902976
2020-04-20,-100.0,-100.0,-0.32802922,-100.0,-1.0
2020-04-21,-100.0,-100.0,-0.0012091892,-100.0,-1.0
2020-04-22,-100.0,-100.0,0.17821704,-99.821785,-0.9982178
2020-04-23,-100.0,-100.0,-0.34975892,-100.0,-1.0
2020-04-24,-100.0,-100.0,0.10726607,-99.89273,-0.9989273
2020-04-25,-100.0,-100.0,0.11669758,-99.8833,-0.998833
2020-04-26,-100.0,-100.0,0.18895873,-99.81104,-0.9981104
2020-04-27,-100.0,-100.0,-0.32145932,-100.0,-1.0
2020-04-28,-100.0,-100.0,-0.17963621,-100.0,-1.0
2020-04-29,-100.0,-100.0,-0.11848159,-100.0,-1.0
2020-04-30,-100.0,-100.0,-0.31757286,-100.0,-1.0
2020-05-01,-100.0,-100.0,0.47219622,-99.5278,-0.995278
2020-05-02,-100.0,-100.0,-0.13462774,-100.0,-1.0
2020-05-03,-100.0,-100.0,0.089307286,-99.91069,-0.9991069
2020-05-04,-100.0,-100.0,-0.07019618,-100.0,-1.0
2020-05-05,-100.0,-100.0,0.4298745,-99.57012,-0.9957012
2020-05-06,-100.0,-100.0,0.358446,-99.641556,-0.99641556
2020-05-07,-100.0,-100.0,0.1719399,-99.82806,-0.9982806
2020-05-08,-100.0,-100.0,-0.59819955,-100.0,-1.0
2020-05-09,-100.0,-100.0,0.014124606,-99.98588,-0.9998588
2020-05-10,-100.0,-100.0,0.18560423,-99.81439,-0.9981439
2020-05-11,-99.98,-99.98,0.27255124,-99.70745,-0.9970745
