date,observed_or_filled_yoy_pp,clipped_yoy_pp,noise_pp,released_yoy_pp,scaled_signal
2020-02-29,-2.0,-2.0,0.008533177,-1.9914669,-0.019914668
2020-03-01,-2.0,-2.0,-0.008965817,-2.0089657,-0.020089658
2020-03-02,-6.0,-6.0,0.04346481,-5.9565353,-0.059565354
2020-03-03,-12.0,-12.0,0.00711946,-11.992881,-0.11992881
2020-03-04,-12.0,-12.0,-0.036355313,-12.036355,-0.12036355
2020-03-05,-9.0,-9.0,0.024541074,-8.975459,-0.08975459
2020-03-06,-15.0,-15.0,0.0885011,-14.911499,-0.149115
2020-03-07,-10.0,-10.0,0.06427738,-9.935722,-0.099357225
2020-03-08,-4.0,-4.0,-0.047761764,-4.047762,-0.04047762
2020-03-09,-18.0,-18.0,-0.08588282,-18.085882,-0.18085882
2020-03-10,-30.0,-30.0,-0.042300977,-30.042301,-0.30042303
2020-03-11,-36.0,-36.0,0.0028047506,-35.997196,-0.35997197
2020-03-12,-52.0,-52.0,-0.15779738,-52.1578,-0.521578
2020-03-13,-61.0,-61.0,-0.014849159,-61.01485,-0.6101485
2020-03-14,-64.0,-64.0,-0.08455866,-64.08456,-0.64084554
2020-03-15,-69.0,-69.0,-0.04969821,-69.0497,-0.690497
2020-03-16,-77.0,-77.0,-0.03693828,-77.03694,-0.7703694
2020-03-17,-100.0,-100.0,-0.021466957,-100.0,-1.0
2020-03-18,-100.0,-100.0,0.02793693,-99.97206,-0.99972063
2020-03-19,-100.0,-100.0,0.07075428,-99.929245,-0.99929243
2020-03-20,-100.0,-100.0,-0.008723511,-100.0,-1.0
2020-03-21,-100.0,-100.0,0.09274043,-99.90726,-0.99907255
2020-03-22,-100.0,-100.0,-0.04514606,-100.0,-1.0
2020-03-23,-100.0,-100.0,0.023856618,-99.97614,-0.9997614
2020-03-24,-100.0,-100.0,0.061317567,-99.93868,-0.99938685
2020-03-25,-100.0,-100.0,0.006380515,-99.99362,-0.9999362
2020-03-26,-100.0,-100.0,-0.050460506,-100.0,-1.0
2020-03-27,-100.0,-100.0,-0.06255653,-100.0,-1.0
2020-03-28,-100.0,-100.0,-0.031065367,-100.0,-1.0
2020-03-29,-100.0,-100.0,0.01494441,-99.985054,-0.9998505
