run_name,seed_count,RMSE_mean,RMSE_std,MAE_mean,MAE_std
public_only_adapter_w7_matched_ot,5,97.47495048175347,30.978428757255664,86.04280602591379,32.05318553297078
public_opentable_adapter_w7_matched_ot,5,102.11716259780056,37.14217830899469,89.03240476335797,38.6920973361555
