date,trend_covid_topic
2021-07-23,20.058139534883722
2021-07-24,18.313953488372096
2021-07-25,19.622093023255815
2021-07-26,22.674418604651166
2021-07-27,25.726744186046513
2021-07-28,22.23837209302326
2021-07-29,24.41860465116279
2021-07-30,20.930232558139537
2021-07-31,18.313953488372096
2021-08-01,21.366279069767444
2021-08-02,27.03488372093023
2021-08-03,34.01162790697675
2021-08-04,43.604651162790695
2021-08-05,37.93604651162791
2021-08-06,28.343023255813954
2021-08-07,26.16279069767442
2021-08-08,29.21511627906977
2021-08-09,31.831395348837216
2021-08-10,32.70348837209303
2021-08-11,26.16279069767442
2021-08-12,29.651162790697676
2021-08-13,28.779069767441868
2021-08-14,28.343023255813954
2021-08-15,24.8546511627907
2021-08-16,30.523255813953494
2021-08-17,30.08720930232558
2021-08-18,26.16279069767442
2021-08-19,28.343023255813954
2021-08-20,27.906976744186046
2021-08-21,23.110465116279073
2021-08-22,21.802325581395348
2021-08-23,29.21511627906977
2021-08-24,30.959302325581394
2021-08-25,25.290697674418606
2021-08-26,28.343023255813954
2021-08-27,23.110465116279073
2021-08-28,22.23837209302326
2021-08-29,22.23837209302326
2021-08-30,21.366279069767444
2021-08-31,21.802325581395348
2021-09-01,34.01162790697675
2021-09-02,22.23837209302326
2021-09-03,21.366279069767444
2021-09-04,20.058139534883722
2021-09-05,19.622093023255815
2021-09-06,20.49418604651163
2021-09-07,25.290697674418606
2021-09-08,21.366279069767444
2021-09-09,23.546511627906977
2021-09-10,22.23837209302326
2021-09-11,20.058139534883722
2021-09-12,19.186046511627907
2021-09-13,23.982558139534884
2021-09-14,23.110465116279073
2021-09-15,21.366279069767444
2021-09-16,20.49418604651163
2021-09-17,21.366279069767444
2021-09-18,20.49418604651163
2021-09-19,18.75
2021-09-20,23.546511627906977
2021-09-21,23.546511627906977
2021-09-22,18.75
2021-09-23,21.999999999999996
2021-09-24,20.5
2021-09-25,18.75
2021-09-26,17.0
2021-09-27,21.999999999999996
2021-09-28,21.5
2021-09-29,16.25
2021-09-30,20.25
2021-10-01,16.75
2021-10-02,14.750000000000002
2021-10-03,14.249999999999998
2021-10-04,19.5
2021-10-05,18.75
2021-10-06,15.5
2021-10-07,16.25
2021-10-08,14.750000000000002
2021-10-09,13.0
2021-10-10,13.750000000000002
2021-10-11,15.749999999999996
2021-10-12,16.499999999999996
2021-10-13,17.0
2021-10-14,15.5
2021-10-15,15.0
2021-10-16,12.5
2021-10-17,10.999999999999998
2021-10-18,16.0
2021-10-19,16.0
2021-10-20,14.499999999999998
2021-10-21,14.249999999999998
2021-10-22,14.249999999999998
2021-10-23,12.0
2021-10-24,11.75
2021-10-25,16.0
2021-10-26,15.749999999999996
2021-10-27,14.750000000000002
2021-10-28,14.750000000000002
2021-10-29,13.249999999999998
2021-10-30,10.75
2021-10-31,10.0
2021-11-01,13.999999999999998
2021-11-02,15.0
2021-11-03,13.750000000000002
2021-11-04,17.0
2021-11-05,17.5
2021-11-06,14.499999999999998
2021-11-07,13.999999999999998
2021-11-08,16.499999999999996
2021-11-09,17.5
2021-11-10,14.750000000000002
2021-11-11,16.499999999999996
2021-11-12,15.25
2021-11-13,14.249999999999998
2021-11-14,14.249999999999998
2021-11-15,17.25
2021-11-16,19.25
2021-11-17,17.0
2021-11-18,18.25
2021-11-19,18.25
2021-11-20,17.75
2021-11-21,17.25
2021-11-22,19.25
2021-11-23,21.25
2021-11-24,15.0
2021-11-25,13.750000000000002
2021-11-26,21.0
2021-11-27,24.5
2021-11-28,23.25
2021-11-29,22.5
2021-11-30,19.5
2021-12-01,19.25
2021-12-02,21.5
2021-12-03,24.0
2021-12-04,23.0
2021-12-05,20.25
2021-12-06,24.5
2021-12-07,25.0
2021-12-08,21.75
2021-12-09,21.999999999999996
2021-12-10,25.0
2021-12-11,21.999999999999996
2021-12-12,21.0
2021-12-13,30.0
2021-12-14,34.0
2021-12-15,35.0
2021-12-16,51.0
2021-12-17,57.99999999999999
2021-12-18,62.0
2021-12-19,62.0
2021-12-20,75.0
2021-12-21,83.0
2021-12-22,73.0
2021-12-23,75.99999999999999
2021-12-24,67.0
2021-12-25,59.00000000000001
2021-12-26,75.0
2021-12-27,87.0
2021-12-28,100.0
2021-12-29,73.0
2021-12-30,69.0
2021-12-31,60.0
2022-01-01,52.0
2022-01-02,62.999999999999986
2022-01-03,75.99999999999999
2022-01-04,78.0
2022-01-05,65.99999999999999
2022-01-06,60.0
2022-01-07,49.0
2022-01-08,48.0
2022-01-09,45.0
2022-01-10,46.0
2022-01-11,45.0
2022-01-12,39.0
2022-01-13,37.99999999999999
2022-01-14,34.0
2022-01-15,30.0
2022-01-16,27.999999999999996
2022-01-17,28.999999999999996
2022-01-18,41.0
2022-01-19,50.0
2022-01-20,49.0
2022-01-21,46.0
2022-01-22,31.0
2022-01-23,21.0
2022-01-24,23.0
2022-01-25,21.0
2022-01-26,18.999999999999996
2022-01-27,18.999999999999996
2022-01-28,17.0
2022-01-29,15.0
2022-01-30,16.0
2022-01-31,17.0
2022-02-01,16.0
2022-02-02,15.0
2022-02-03,15.0
2022-02-04,15.0
2022-02-05,13.0
2022-02-06,12.0
2022-02-07,16.0
2022-02-08,16.0
2022-02-09,15.0
2022-02-10,13.999999999999998
2022-02-11,13.999999999999998
2022-02-12,10.999999999999998
2022-02-13,10.999999999999998
2022-02-14,13.0
2022-02-15,13.999999999999998
2022-02-16,13.999999999999998
2022-02-17,13.999999999999998
2022-02-18,13.0
2022-02-19,10.999999999999998
2022-02-20,12.0
2022-02-21,13.0
2022-02-22,13.0
2022-02-23,12.0
2022-02-24,10.999999999999998
2022-02-25,10.0
2022-02-26,10.271604938271606
2022-02-27,9.950617283950617
2022-02-28,11.876543209876543
2022-03-01,11.555555555555557
2022-03-02,11.555555555555557
2022-03-03,11.074074074074074
2022-03-04,10.11111111111111
2022-03-05,8.666666666666668
2022-03-06,9.308641975308642
2022-03-07,12.037037037037036
2022-03-08,10.91358024691358
2022-03-09,10.11111111111111
2022-03-10,10.271604938271606
2022-03-11,9.308641975308642
2022-03-12,8.987654320987653
2022-03-13,9.148148148148149
2022-03-14,13.0
2022-03-15,13.962962962962964
2022-03-16,12.358024691358025
2022-03-17,11.555555555555557
2022-03-18,11.716049382716049
2022-03-19,10.271604938271606
2022-03-20,9.148148148148149
2022-03-21,11.876543209876543
2022-03-22,12.518518518518517
2022-03-23,11.234567901234566
2022-03-24,10.271604938271606
2022-03-25,9.469135802469136
2022-03-26,9.148148148148149
2022-03-27,9.308641975308642
2022-03-28,10.753086419753087
2022-03-29,12.197530864197532
2022-03-30,13.0
2022-03-31,11.716049382716049
2022-04-01,10.4320987654321
2022-04-02,9.950617283950617
2022-04-03,10.4320987654321
2022-04-04,13.0
2022-04-05,12.679012345679011
2022-04-06,12.037037037037036
2022-04-07,13.481481481481481
2022-04-08,12.518518518518517
2022-04-09,12.358024691358025
2022-04-10,12.679012345679011
2022-04-11,16.049382716049383
2022-04-12,14.60493827160494
2022-04-13,13.320987654320987
2022-04-14,13.481481481481481
2022-04-15,13.320987654320987
2022-04-16,12.037037037037036
2022-04-17,10.91358024691358
2022-04-18,14.444444444444446
2022-04-19,14.444444444444446
2022-04-20,12.839506172839506
2022-04-21,12.197530864197532
2022-04-22,11.716049382716049
2022-04-23,11.074074074074074
2022-04-24,10.4320987654321
2022-04-25,12.679012345679011
2022-04-26,13.0
2022-04-27,12.518518518518517
2022-04-28,12.197530864197532
2022-04-29,10.592592592592592
2022-04-30,10.91358024691358
2022-05-01,10.271604938271606
2022-05-02,13.481481481481481
2022-05-03,12.037037037037036
2022-05-04,12.037037037037036
2022-05-05,13.160493827160494
2022-05-06,13.320987654320987
2022-05-07,13.481481481481481
2022-05-08,12.358024691358025
2022-05-09,16.049382716049383
2022-05-10,16.049382716049383
2022-05-11,15.567901234567902
2022-05-12,15.407407407407408
2022-05-13,14.28395061728395
2022-05-14,14.765432098765432
2022-05-15,13.11711711711712
2022-05-16,15.615615615615615
2022-05-17,20.82082082082082
2022-05-18,17.905905905905907
2022-05-19,17.489489489489493
2022-05-20,15.615615615615615
2022-05-21,14.15815815815816
2022-05-22,13.11711711711712
2022-05-23,14.990990990990994
2022-05-24,14.366366366366368
2022-05-25,12.492492492492493
2022-05-26,12.908908908908911
2022-05-27,12.076076076076077
2022-05-28,10.202202202202205
2022-05-29,10.826826826826826
2022-05-30,11.867867867867869
2022-05-31,12.908908908908911
2022-06-01,13.325325325325327
2022-06-02,11.65965965965966
2022-06-03,10.41041041041041
2022-06-04,9.161161161161163
2022-06-05,9.785785785785787
2022-06-06,10.826826826826826
2022-06-07,10.41041041041041
2022-06-08,9.993993993993994
2022-06-09,9.369369369369371
2022-06-10,11.65965965965966
2022-06-11,9.161161161161163
2022-06-12,7.703703703703704
2022-06-13,9.57757757757758
2022-06-14,9.369369369369371
2022-06-15,10.202202202202205
2022-06-16,9.161161161161163
2022-06-17,8.744744744744747
2022-06-18,8.32832832832833
2022-06-19,7.911911911911913
2022-06-20,9.785785785785787
2022-06-21,9.993993993993994
2022-06-22,9.993993993993994
2022-06-23,8.952952952952954
2022-06-24,8.744744744744747
2022-06-25,8.32832832832833
2022-06-26,8.32832832832833
2022-06-27,9.993993993993994
2022-06-28,9.57757757757758
2022-06-29,10.618618618618619
2022-06-30,10.826826826826826
2022-07-01,9.993993993993994
2022-07-02,8.744744744744747
2022-07-03,10.41041041041041
2022-07-04,9.161161161161163
2022-07-05,10.826826826826826
2022-07-06,11.243243243243244
2022-07-07,11.867867867867869
2022-07-08,12.076076076076077
2022-07-09,11.451451451451453
2022-07-10,10.202202202202205
2022-07-11,12.492492492492493
2022-07-12,12.492492492492493
2022-07-13,11.65965965965966
2022-07-14,10.41041041041041
2022-07-15,10.826826826826826
2022-07-16,9.369369369369371
2022-07-17,10.202202202202205
2022-07-18,11.243243243243244
2022-07-19,11.451451451451453
2022-07-20,11.451451451451453
2022-07-21,13.741741741741741
2022-07-22,10.826826826826826
2022-07-23,9.369369369369371
2022-07-24,9.57757757757758
2022-07-25,11.451451451451453
2022-07-26,10.41041041041041
2022-07-27,9.785785785785787
2022-07-28,9.993993993993994
2022-07-29,8.744744744744747
2022-07-30,8.952952952952954
2022-07-31,9.161161161161163
2022-08-01,9.61921921921922
2022-08-02,8.932132132132134
2022-08-03,8.35955955955956
2022-08-04,8.130530530530532
2022-08-05,8.932132132132134
2022-08-06,7.557957957957958
2022-08-07,7.786986986986988
2022-08-08,8.016016016016017
2022-08-09,8.016016016016017
2022-08-10,7.32892892892893
2022-08-11,8.130530530530532
2022-08-12,8.130530530530532
2022-08-13,7.32892892892893
2022-08-14,7.557957957957958
2022-08-15,7.901501501501504
2022-08-16,8.817617617617618
2022-08-17,8.130530530530532
2022-08-18,7.901501501501504
2022-08-19,7.443443443443444
2022-08-20,8.130530530530532
2022-08-21,7.443443443443444
2022-08-22,7.32892892892893
2022-08-23,7.32892892892893
2022-08-24,7.557957957957958
2022-08-25,7.214414414414416
2022-08-26,6.985385385385387
2022-08-27,6.641841841841842
2022-08-28,6.756356356356356
2022-08-29,8.016016016016017
2022-08-30,7.557957957957958
2022-08-31,8.130530530530532
2022-09-01,6.412812812812814
2022-09-02,6.5273273273273285
2022-09-03,6.412812812812814
2022-09-04,6.412812812812814
2022-09-05,7.214414414414416
2022-09-06,6.985385385385387
2022-09-07,7.214414414414416
2022-09-08,7.6724724724724735
2022-09-09,6.870870870870872
2022-09-10,6.298298298298299
2022-09-11,5.954754754754756
2022-09-12,7.214414414414416
2022-09-13,7.214414414414416
2022-09-14,7.901501501501504
2022-09-15,7.443443443443444
2022-09-16,7.443443443443444
2022-09-17,6.870870870870872
2022-09-18,7.32892892892893
2022-09-19,8.58858858858859
2022-09-20,8.130530530530532
2022-09-21,8.130530530530532
2022-09-22,7.443443443443444
2022-09-23,7.443443443443444
2022-09-24,6.5273273273273285
2022-09-25,6.641841841841842
2022-09-26,7.443443443443444
2022-09-27,7.6724724724724735
2022-09-28,6.985385385385387
2022-09-29,6.985385385385387
2022-09-30,6.06926926926927
2022-10-01,6.298298298298299
2022-10-02,5.611211211211212
2022-10-03,6.298298298298299
2022-10-04,6.756356356356356
2022-10-05,6.985385385385387
2022-10-06,6.985385385385387
2022-10-07,6.870870870870872
2022-10-08,6.183783783783785
2022-10-09,6.412812812812814
2022-10-10,6.756356356356356
2022-10-11,7.099899899899902
2022-10-12,7.214414414414416
2022-10-13,7.32892892892893
2022-10-14,6.5273273273273285
2022-10-15,6.298298298298299
2022-10-16,6.412812812812814
2022-10-17,7.099899899899902
2022-10-18,7.300740740740743
2022-10-19,7.300740740740743
2022-10-20,7.1034234234234255
2022-10-21,7.300740740740743
2022-10-22,6.018178178178179
2022-10-23,6.116836836836838
2022-10-24,6.906106106106108
2022-10-25,6.807447447447449
2022-10-26,6.807447447447449
2022-10-27,6.511471471471474
2022-10-28,6.412812812812814
2022-10-29,5.820860860860861
2022-10-30,5.623543543543545
2022-10-31,6.511471471471474
2022-11-01,5.820860860860861
2022-11-02,5.2289089089089105
2022-11-03,6.3141541541541555
2022-11-04,5.623543543543545
2022-11-05,6.511471471471474
2022-11-06,5.722202202202204
2022-11-07,6.6101301301301305
2022-11-08,5.820860860860861
2022-11-09,5.919519519519521
2022-11-10,6.215495495495497
2022-11-11,6.018178178178179
2022-11-12,5.820860860860861
2022-11-13,5.327567567567568
2022-11-14,6.215495495495497
2022-11-15,6.116836836836838
2022-11-16,5.623543543543545
2022-11-17,6.018178178178179
2022-11-18,5.722202202202204
2022-11-19,5.623543543543545
2022-11-20,5.524884884884886
2022-11-21,5.820860860860861
2022-11-22,6.116836836836838
2022-11-23,6.116836836836838
2022-11-24,5.722202202202204
2022-11-25,5.820860860860861
2022-11-26,6.018178178178179
2022-11-27,6.215495495495497
2022-11-28,7.202082082082084
2022-11-29,6.70878878878879
2022-11-30,6.6101301301301305
2022-12-01,5.820860860860861
2022-12-02,5.623543543543545
2022-12-03,5.524884884884886
2022-12-04,5.524884884884886
2022-12-05,6.6101301301301305
2022-12-06,6.6101301301301305
2022-12-07,7.004764764764766
2022-12-08,7.004764764764766
2022-12-09,6.807447447447449
2022-12-10,6.906106106106108
2022-12-11,6.807447447447449
2022-12-12,7.004764764764766
2022-12-13,6.807447447447449
2022-12-14,7.004764764764766
