date,cases,probable_cases,hospitalizations,deaths,mob_retail,mob_grocery,mob_parks,mob_transit,mob_work,mob_residential,trend_covid_topic,total_cases
2022-09-23,0.0,404.0,118.0,7,-23.6,-12.4,-7.8,-26.0,-34.8,5.0,7.443443443443444,404.0
2022-09-24,992.0,286.0,89.0,4,-22.4,-14.4,37.6,-16.8,-18.0,-0.6,6.5273273273273285,1278.0
2022-09-25,0.0,305.0,118.0,6,-25.8,-19.2,13.0,-21.4,-19.4,0.4,6.641841841841842,305.0
2022-09-26,0.0,527.0,137.0,8,-25.0,-15.8,3.6,-33.8,-43.6,8.8,7.443443443443444,527.0
2022-09-27,0.0,493.0,134.0,9,-23.4,-13.0,8.4,-31.2,-40.4,7.0,7.6724724724724735,493.0
2022-09-28,0.0,491.0,135.0,6,-22.6,-11.8,4.6,-25.0,-31.6,4.6,6.985385385385387,491.0
2022-09-29,0.0,443.0,111.0,11,-21.2,-9.4,5.0,-24.8,-31.4,4.6,6.985385385385387,443.0
2022-09-30,0.0,387.0,125.0,16,-23.6,-9.8,-7.2,-26.2,-31.8,4.8,6.06926926926927,387.0
2022-10-01,890.0,261.0,106.0,7,-30.8,-20.2,-28.2,-29.8,-20.4,3.8,6.298298298298299,1151.0
2022-10-02,951.0,300.0,107.0,8,-32.0,-24.0,-34.2,-30.8,-19.0,3.8,5.611211211211212,1251.0
2022-10-03,0.0,470.0,124.0,9,-29.6,-18.2,-35.6,-29.6,-32.6,6.8,6.298298298298299,470.0
2022-10-04,0.0,372.0,147.0,6,-30.2,-16.2,-34.6,-31.4,-34.0,7.6,6.756356356356356,372.0
2022-10-05,0.0,447.0,139.0,15,-26.4,-14.6,-27.0,-36.0,-42.2,10.0,6.985385385385387,447.0
2022-10-06,0.0,419.0,131.0,14,-19.4,-5.6,13.2,-22.6,-28.4,3.4,6.985385385385387,419.0
2022-10-07,0.0,400.0,124.0,12,-23.4,-11.2,6.6,-25.6,-31.2,4.0,6.870870870870872,400.0
2022-10-08,957.0,339.0,90.0,13,-22.8,-14.2,26.4,-16.8,-17.2,-0.8,6.183783783783785,1296.0
2022-10-09,977.0,307.0,86.0,12,-22.8,-18.8,21.2,-15.8,-17.8,-0.6,6.412812812812814,1284.0
2022-10-10,0.0,448.0,110.0,15,-24.8,-17.4,-0.6,-41.4,-52.4,11.4,6.756356356356356,448.0
2022-10-11,0.0,522.0,99.0,17,-24.2,-12.4,5.6,-26.0,-31.8,5.0,7.099899899899902,522.0
2022-10-12,0.0,523.0,107.0,8,-22.8,-11.4,6.0,-25.6,-30.2,4.6,7.214414414414416,523.0
2022-10-13,0.0,460.0,125.0,14,-29.0,-16.8,-22.2,-28.0,-31.0,6.4,7.32892892892893,460.0
2022-10-14,0.0,438.0,117.0,13,-23.4,-10.2,-1.0,-25.2,-30.8,5.0,6.5273273273273285,438.0
2022-10-15,0.0,352.0,102.0,7,-21.6,-12.6,37.4,-15.6,-16.2,-0.8,6.298298298298299,352.0
