date,cases,probable_cases,hospitalizations,deaths
2022-11-18,1569,263,128,15
2022-11-19,1164,397,91,19
2022-11-20,1339,557,138,19
2022-11-21,3010,760,171,18
2022-11-22,2701,568,157,17
2022-11-23,2701,798,173,14
2022-11-24,1007,349,134,21
2022-11-25,2273,341,184,16
2022-11-26,2040,597,174,10
2022-11-27,2024,287,191,12
2022-11-28,4784,1194,208,20
2022-11-29,3886,944,205,18
2022-11-30,3216,826,231,19
2022-12-01,3080,867,191,19
2022-12-02,2974,359,198,16
2022-12-03,1662,561,193,25
2022-12-04,1838,857,160,12
2022-12-05,4103,1088,220,20
2022-12-06,3306,973,202,24
2022-12-07,3424,909,226,16
2022-12-08,3147,937,195,23
2022-12-09,2977,799,187,20
2022-12-10,1729,630,179,20
2022-12-11,1685,641,153,31
2022-12-12,4072,1084,209,23
2022-12-13,3635,964,228,19
2022-12-14,3412,926,228,28
2022-12-15,2967,856,210,29
2022-12-16,2661,755,229,21
2022-12-17,2026,686,162,21
2022-12-18,1867,736,179,29
2022-12-19,3943,1044,227,19
2022-12-20,3445,1014,195,29
2022-12-21,3341,900,213,25
2022-12-22,2841,784,216,22
2022-12-23,2407,779,194,30
2022-12-24,1027,422,140,25
2022-12-25,846,308,163,28
2022-12-26,2323,969,191,29
2022-12-27,3473,988,232,32
2022-12-28,3175,917,250,34
2022-12-29,3085,806,231,29
2022-12-30,2701,784,251,33
2022-12-31,1456,566,193,23
2023-01-01,1141,452,218,30
2023-01-02,2817,986,192,22
2023-01-03,3806,992,241,27
2023-01-04,3354,940,206,25
2023-01-05,2891,838,232,26
2023-01-06,2482,746,187,42
2023-01-07,1458,480,166,22
2023-01-08,1341,528,142,18
2023-01-09,2873,740,203,29
2023-01-10,2449,630,182,19
2023-01-11,2215,562,173,17
2023-01-12,2081,591,146,18
2023-01-13,1854,538,174,23
2023-01-14,1118,382,135,27
2023-01-15,1035,393,101,19
2023-01-16,1717,541,151,19
2023-01-17,2453,663,165,22
2023-01-18,1817,545,161,15
2023-01-19,1723,440,138,14
2023-01-20,1685,460,135,23
2023-01-21,1000,337,113,25
2023-01-22,949,397,107,23
2023-01-23,1996,550,148,20
2023-01-24,1803,488,113,30
2023-01-25,1505,447,119,22
2023-01-26,1555,390,112,16
2023-01-27,1415,393,103,15
2023-01-28,841,301,107,15
2023-01-29,740,294,91,20
2023-01-30,1934,465,130,17
2023-01-31,1571,385,116,19
2023-02-01,1306,316,100,20
2023-02-02,1207,371,104,18
2023-02-03,990,263,103,16
2023-02-04,492,173,83,21
2023-02-05,595,266,94,18
2023-02-06,1547,388,113,11
2023-02-07,1233,283,103,13
2023-02-08,1073,293,81,10
2023-02-09,988,283,93,15
2023-02-10,898,215,88,18
2023-02-11,544,171,72,16
2023-02-12,511,216,64,10
2023-02-13,1180,309,102,7
2023-02-14,921,242,56,13
2023-02-15,881,238,81,15
2023-02-16,863,244,84,9
2023-02-17,614,151,66,20
2023-02-18,426,173,59,11
2023-02-19,383,157,58,10
2023-02-20,600,199,77,14
2023-02-21,785,219,56,12
2023-02-22,650,158,57,8
2023-02-23,678,178,47,4
2023-02-24,536,162,58,6
2023-02-25,331,116,45,7
2023-02-26,351,134,36,6
2023-02-27,790,195,42,8
2023-02-28,538,123,35,5
2023-03-01,526,186,38,5
2023-03-02,517,139,37,8
2023-03-03,439,105,45,9
2023-03-04,269,81,33,6
2023-03-05,220,84,23,7
2023-03-06,600,137,48,6
2023-03-07,470,109,40,7
2023-03-08,479,131,41,8
2023-03-09,422,121,33,7
2023-03-10,367,95,34,7
2023-03-11,245,28,30,11
2023-03-12,215,89,20,7
2023-03-13,508,143,35,4
2023-03-14,392,99,22,6
2023-03-15,556,119,21,5
2023-03-16,415,124,30,5
2023-03-17,326,94,30,3
2023-03-18,207,78,26,4
2023-03-19,177,97,27,5
2023-03-20,482,112,23,4
2023-03-21,424,120,32,5
2023-03-22,402,102,20,2
2023-03-23,393,95,32,6
2023-03-24,385,100,26,5
2023-03-25,196,72,26,5
2023-03-26,214,71,20,7
2023-03-27,445,119,27,7
2023-03-28,414,122,33,4
2023-03-29,352,94,36,6
2023-03-30,409,98,31,6
2023-03-31,350,94,29,5
2023-04-01,171,65,22,4
2023-04-02,205,87,18,2
2023-04-03,345,100,29,4
2023-04-04,326,106,40,0
2023-04-05,257,82,30,4
2023-04-06,224,74,29,3
2023-04-07,204,53,20,2
2023-04-08,145,58,15,2
2023-04-09,113,53,12,0
2023-04-10,312,85,32,1
2023-04-11,270,77,36,3
2023-04-12,195,77,30,4
2023-04-13,219,75,28,2
2023-04-14,220,65,22,1
2023-04-15,136,57,26,2
2023-04-16,151,68,22,3
2023-04-17,355,117,33,2
2023-04-18,270,74,21,2
2023-04-19,245,94,20,3
2023-04-20,231,63,21,2
2023-04-21,173,59,23,3
2023-04-22,122,66,17,1
2023-04-23,126,56,18,0
2023-04-24,334,102,29,2
2023-04-25,253,90,22,1
2023-04-26,195,96,24,3
2023-04-27,229,72,25,2
2023-04-28,274,62,20,3
2023-04-29,126,43,14,0
2023-04-30,98,53,13,2
2023-05-01,256,104,27,2
2023-05-02,237,102,16,0
2023-05-03,220,95,23,1
2023-05-04,219,81,18,1
2023-05-05,184,82,17,1
2023-05-06,97,70,15,1
2023-05-07,148,55,24,1
2023-05-08,246,99,25,1
2023-05-09,220,94,26,0
2023-05-10,243,49,19,2
2023-05-11,235,118,33,0
2023-05-12,170,87,22,1
2023-05-13,117,63,20,1
2023-05-14,133,87,17,2
2023-05-15,253,133,19,0
2023-05-16,241,96,19,1
2023-05-17,211,80,23,0
2023-05-18,216,118,25,0
2023-05-19,186,81,27,0
2023-05-20,118,52,20,0
2023-05-21,132,66,14,2
2023-05-22,259,125,37,0
2023-05-23,226,106,24,3
2023-05-24,269,113,26,2
2023-05-25,183,96,22,2
2023-05-26,155,74,18,1
2023-05-27,111,76,15,0
2023-05-28,139,63,24,0
2023-05-29,135,86,24,2
2023-05-30,311,131,19,2
2023-05-31,262,123,23,2
2023-06-01,261,119,33,1
2023-06-02,195,101,25,1
2023-06-03,146,75,21,0
2023-06-04,135,70,20,0
2023-06-05,252,114,29,3
2023-06-06,219,102,20,1
2023-06-07,190,80,28,1
2023-06-08,180,78,17,1
2023-06-09,179,116,30,1
2023-06-10,136,60,27,0
2023-06-11,134,89,17,1
2023-06-12,234,112,26,0
2023-06-13,251,101,32,1
2023-06-14,194,109,22,2
2023-06-15,204,76,15,1
2023-06-16,156,89,13,0
2023-06-17,126,59,25,0
2023-06-18,108,55,16,0
2023-06-19,166,89,21,1
2023-06-20,213,103,29,1
2023-06-21,181,88,18,1
2023-06-22,181,89,14,0
2023-06-23,160,91,21,0
2023-06-24,98,68,18,0
2023-06-25,108,47,17,1
2023-06-26,200,112,18,2
2023-06-27,220,88,17,1
2023-06-28,177,94,19,1
2023-06-29,156,90,16,4
2023-06-30,168,107,18,2
2023-07-01,111,94,14,1
2023-07-02,128,61,26,1
2023-07-03,169,102,21,1
2023-07-04,104,56,12,0
2023-07-05,220,119,25,3
2023-07-06,196,98,23,3
2023-07-07,165,99,24,1
2023-07-08,137,78,17,3
2023-07-09,112,85,13,0
2023-07-10,312,133,29,2
2023-07-11,308,119,14,1
2023-07-12,236,143,23,1
2023-07-13,409,136,22,0
2023-07-14,308,117,30,0
2023-07-15,147,98,16,1
2023-07-16,151,102,27,1
2023-07-17,318,176,29,0
2023-07-18,273,174,31,0
2023-07-19,308,180,32,0
2023-07-20,268,189,35,0
2023-07-21,309,137,31,1
2023-07-22,185,115,32,1
2023-07-23,251,144,23,1
2023-07-24,444,285,34,3
2023-07-25,375,235,36,1
2023-07-26,384,201,36,2
2023-07-27,394,217,35,0
2023-07-28,381,211,33,1
2023-07-29,287,203,32,1
2023-07-30,300,227,41,3
2023-07-31,566,318,56,0
2023-08-01,503,283,38,0
2023-08-02,480,313,44,0
2023-08-03,560,309,59,1
2023-08-04,501,318,49,2
2023-08-05,401,267,50,2
2023-08-06,365,290,45,0
2023-08-07,706,422,59,1
2023-08-08,735,437,66,1
2023-08-09,674,414,39,1
2023-08-10,671,363,60,3
2023-08-11,655,341,62,0
2023-08-12,460,293,48,3
2023-08-13,444,295,45,2
2023-08-14,830,495,68,5
2023-08-15,790,460,69,2
2023-08-16,746,465,52,1
2023-08-17,650,395,60,2
2023-08-18,679,345,78,1
2023-08-19,498,286,56,5
2023-08-20,465,345,63,2
2023-08-21,949,537,61,2
2023-08-22,856,473,59,4
2023-08-23,856,471,87,1
2023-08-24,813,441,56,2
2023-08-25,715,385,68,2
2023-08-26,517,317,54,6
2023-08-27,620,378,58,5
2023-08-28,980,558,70,4
2023-08-29,927,436,74,2
2023-08-30,902,465,84,2
2023-08-31,805,473,56,1
2023-09-01,739,422,69,4
2023-09-02,547,341,74,5
2023-09-03,634,345,60,1
2023-09-04,673,376,76,2
2023-09-05,1235,666,100,4
2023-09-06,1066,592,84,3
2023-09-07,952,547,89,3
2023-09-08,893,505,87,3
2023-09-09,605,379,74,3
2023-09-10,627,337,73,2
2023-09-11,1043,564,81,7
2023-09-12,1045,542,70,5
2023-09-13,1020,540,71,3
2023-09-14,971,526,78,2
2023-09-15,865,487,59,6
2023-09-16,671,366,74,5
2023-09-17,645,414,72,3
2023-09-18,1277,659,84,8
2023-09-19,1196,575,79,5
2023-09-20,1154,557,96,5
2023-09-21,1057,531,80,7
2023-09-22,916,527,74,2
2023-09-23,562,346,72,3
2023-09-24,640,393,72,3
2023-09-25,1066,558,93,3
2023-09-26,1100,534,84,4
2023-09-27,995,495,72,7
2023-09-28,888,442,74,3
2023-09-29,547,211,74,5
2023-09-30,462,272,71,3
2023-10-01,494,321,64,4
2023-10-02,958,407,86,3
2023-10-03,831,458,81,6
2023-10-04,776,387,63,5
2023-10-05,685,328,58,2
2023-10-06,531,292,54,3
2023-10-07,357,189,49,2
2023-10-08,356,211,48,7
2023-10-09,625,304,62,6
2023-10-10,598,295,45,5
2023-10-11,542,299,57,6
2023-10-12,572,282,54,3
2023-10-13,443,206,50,4
2023-10-14,256,150,46,4
2023-10-15,333,168,52,2
2023-10-16,590,273,53,7
2023-10-17,503,257,42,4
2023-10-18,504,241,64,4
2023-10-19,479,264,57,1
2023-10-20,427,163,64,2
2023-10-21,291,155,47,4
2023-10-22,257,156,40,1
2023-10-23,532,249,47,2
2023-10-24,456,228,57,1
2023-10-25,442,261,50,6
2023-10-26,376,220,54,3
2023-10-27,328,208,45,7
2023-10-28,255,154,49,3
2023-10-29,218,140,34,3
2023-10-30,395,251,37,1
2023-10-31,335,188,41,4
2023-11-01,332,183,31,3
2023-11-02,315,186,21,2
2023-11-03,283,176,44,5
2023-11-04,201,152,26,2
2023-11-05,216,178,37,1
2023-11-06,403,265,34,5
2023-11-07,382,208,45,1
2023-11-08,365,247,47,4
2023-11-09,385,226,32,3
2023-11-10,336,194,42,3
2023-11-11,203,181,23,2
2023-11-12,255,181,30,3
2023-11-13,440,286,32,2
2023-11-14,405,282,37,4
2023-11-15,418,309,43,3
2023-11-16,428,231,46,1
2023-11-17,431,258,42,1
2023-11-18,277,203,45,2
2023-11-19,302,278,41,1
2023-11-20,582,373,50,1
2023-11-21,482,307,55,0
2023-11-22,463,331,37,1
2023-11-23,210,154,38,4
2023-11-24,422,303,60,6
2023-11-25,323,295,50,3
2023-11-26,415,301,54,4
2023-11-27,798,491,65,5
2023-11-28,637,447,55,1
2023-11-29,595,417,55,2
2023-11-30,602,360,55,6
2023-12-01,533,261,65,1
2023-12-02,405,255,55,7
2023-12-03,409,247,55,5
2023-12-04,789,468,69,2
2023-12-05,772,417,65,4
2023-12-06,696,446,80,2
2023-12-07,729,377,58,3
2023-12-08,705,393,61,4
2023-12-09,520,357,71,4
2023-12-10,528,386,63,1
2023-12-11,1095,663,65,5
2023-12-12,1038,610,93,6
2023-12-13,1036,625,77,3
2023-12-14,987,597,84,1
2023-12-15,948,583,103,4
2023-12-16,743,492,105,5
2023-12-17,830,565,97,6
2023-12-18,1533,1025,99,7
2023-12-19,1480,339,130,3
2023-12-20,1451,937,124,6
2023-12-21,1367,912,108,8
2023-12-22,1190,735,89,6
2023-12-23,917,741,110,4
2023-12-24,827,507,114,4
2023-12-25,850,469,120,4
2023-12-26,1975,1213,160,5
2023-12-27,1926,1096,141,9
2023-12-28,1825,1088,171,3
2023-12-29,1690,1027,169,4
2023-12-30,1252,752,146,5
2023-12-31,1012,623,119,3
2024-01-01,1064,488,142,12
2024-01-02,2186,1147,180,13
2024-01-03,2068,1028,164,11
2024-01-04,2008,1056,178,15
2024-01-05,1710,954,154,4
2024-01-06,1023,696,132,7
2024-01-07,1008,611,119,13
2024-01-08,2014,1040,168,4
2024-01-09,1649,869,148,10
2024-01-10,1590,827,139,12
2024-01-11,1538,741,160,7
2024-01-12,1371,685,167,8
2024-01-13,871,441,136,13
2024-01-14,785,489,111,7
2024-01-15,1168,682,129,13
2024-01-16,1250,595,116,14
2024-01-17,1150,609,108,14
2024-01-18,1080,560,107,11
2024-01-19,912,468,115,9
2024-01-20,618,362,92,18
2024-01-21,631,396,90,7
2024-01-22,1254,615,120,9
2024-01-23,1123,541,107,14
2024-01-24,999,506,109,9
2024-01-25,948,510,89,7
2024-01-26,846,427,93,6
2024-01-27,578,325,80,11
2024-01-28,513,278,84,8
2024-01-29,1029,520,109,11
2024-01-30,882,442,99,7
2024-01-31,790,407,81,6
2024-02-01,755,394,70,5
2024-02-02,570,329,74,5
2024-02-03,397,229,55,9
2024-02-04,464,277,54,11
2024-02-05,780,379,88,3
2024-02-06,642,305,81,6
2024-02-07,649,359,78,3
2024-02-08,594,289,72,6
2024-02-09,538,277,82,6
2024-02-10,349,202,64,4
2024-02-11,368,240,61,2
2024-02-12,687,313,83,7
2024-02-13,358,149,60,4
2024-02-14,478,265,67,5
2024-02-15,485,240,61,1
2024-02-16,402,201,58,7
2024-02-17,255,131,42,4
2024-02-18,276,144,55,4
2024-02-19,387,178,55,3
2024-02-20,408,187,56,4
2024-02-21,379,175,68,1
2024-02-22,391,167,49,4
2024-02-23,297,136,50,5
2024-02-24,197,132,34,4
2024-02-25,214,135,37,5
2024-02-26,421,176,56,2
2024-02-27,341,150,52,3
2024-02-28,311,147,37,3
2024-02-29,284,123,40,5
2024-03-01,287,132,55,5
2024-03-02,151,80,27,7
2024-03-03,162,102,35,4
2024-03-04,323,114,46,3
2024-03-05,294,108,31,4
2024-03-06,226,101,33,3
2024-03-07,203,100,22,1
2024-03-08,191,94,28,1
2024-03-09,122,64,19,0
2024-03-10,120,59,21,6
2024-03-11,205,124,37,5
2024-03-12,208,119,27,2
2024-03-13,184,108,29,4
2024-03-14,168,89,29,1
2024-03-15,152,86,23,2
2024-03-16,117,57,25,1
2024-03-17,121,64,17,4
2024-03-18,228,109,29,2
2024-03-19,188,101,19,1
2024-03-20,173,110,29,2
2024-03-21,189,83,21,0
2024-03-22,164,90,17,4
2024-03-23,88,43,16,5
2024-03-24,88,61,15,2
2024-03-25,210,113,26,2
2024-03-26,171,94,26,1
2024-03-27,145,74,16,2
2024-03-28,164,66,22,0
2024-03-29,131,64,22,2
2024-03-30,94,61,15,1
2024-03-31,82,60,15,0
2024-04-01,169,86,20,3
2024-04-02,140,78,23,2
2024-04-03,144,69,27,1
2024-04-04,162,80,20,0
2024-04-05,141,72,21,2
2024-04-06,91,60,21,3
2024-04-07,99,53,12,2
2024-04-08,150,92,14,2
2024-04-09,137,106,18,5
2024-04-10,138,75,27,3
2024-04-11,149,80,29,0
2024-04-12,128,54,19,2
2024-04-13,90,60,16,0
2024-04-14,71,49,15,0
2024-04-15,182,94,22,1
2024-04-16,140,83,15,0
2024-04-17,149,81,18,0
2024-04-18,118,83,20,0
2024-04-19,145,74,29,3
2024-04-20,93,46,15,3
2024-04-21,92,54,17,1
2024-04-22,144,80,21,1
2024-04-23,110,82,20,1
2024-04-24,134,93,20,1
2024-04-25,114,85,25,0
2024-04-26,135,83,18,0
2024-04-27,94,50,20,0
2024-04-28,99,84,25,1
2024-04-29,186,100,33,0
2024-04-30,148,90,30,0
2024-05-01,140,119,21,0
2024-05-02,133,97,19,2
2024-05-03,129,98,24,0
2024-05-04,89,62,16,1
2024-05-05,75,86,22,0
2024-05-06,179,95,25,1
2024-05-07,171,129,28,1
2024-05-08,168,123,27,2
2024-05-09,176,106,22,0
2024-05-10,152,92,18,0
2024-05-11,109,104,13,1
2024-05-12,111,96,12,3
2024-05-13,262,191,26,2
2024-05-14,231,171,25,0
2024-05-15,260,169,32,0
2024-05-16,230,142,25,0
2024-05-17,216,133,32,0
2024-05-18,167,108,30,1
2024-05-19,137,119,24,0
2024-05-20,297,160,29,2
2024-05-21,289,190,27,0
2024-05-22,289,179,23,0
2024-05-23,225,168,28,1
2024-05-24,242,175,35,0
2024-05-25,148,117,32,0
2024-05-26,184,133,34,1
2024-05-27,182,113,30,2
2024-05-28,338,244,25,1
2024-05-29,315,220,38,0
2024-05-30,283,211,28,1
2024-05-31,262,180,28,0
2024-06-01,172,103,28,1
2024-06-02,195,175,32,3
2024-06-03,366,245,40,1
2024-06-04,386,235,36,1
2024-06-05,337,251,36,0
2024-06-06,337,217,38,1
2024-06-07,283,211,43,0
2024-06-08,240,153,33,0
2024-06-09,224,156,36,1
2024-06-10,446,267,44,1
2024-06-11,393,264,40,1
2024-06-12,398,275,57,1
2024-06-13,364,309,61,3
2024-06-14,370,244,39,6
2024-06-15,271,204,41,2
2024-06-16,305,216,53,0
2024-06-17,541,322,67,0
2024-06-18,465,305,61,1
2024-06-19,411,278,60,2
2024-06-20,483,313,60,1
2024-06-21,418,304,74,1
2024-06-22,287,221,58,1
2024-06-23,307,224,66,3
2024-06-24,577,397,64,2
2024-06-25,493,366,49,2
2024-06-26,516,368,54,0
2024-06-27,451,321,53,1
2024-06-28,420,320,59,0
2024-06-29,325,245,58,0
2024-06-30,316,266,52,1
2024-07-01,632,388,68,1
2024-07-02,624,405,69,2
2024-07-03,531,375,54,2
2024-07-04,345,198,59,2
2024-07-05,515,366,61,0
2024-07-06,387,253,65,3
2024-07-07,390,324,53,1
2024-07-08,704,480,83,1
2024-07-09,606,373,80,2
2024-07-10,615,413,71,3
2024-07-11,585,398,71,2
2024-07-12,576,338,80,3
2024-07-13,384,305,51,5
2024-07-14,398,310,73,5
2024-07-15,728,498,91,0
2024-07-16,723,433,85,3
2024-07-17,640,459,62,1
2024-07-18,637,403,82,0
2024-07-19,591,482,71,4
2024-07-20,407,333,66,2
2024-07-21,459,341,63,1
2024-07-22,838,563,81,3
2024-07-23,728,481,90,3
2024-07-24,734,504,86,0
2024-07-25,691,448,82,5
2024-07-26,612,441,65,4
2024-07-27,384,330,52,3
2024-07-28,449,332,71,4
2024-07-29,722,555,72,2
2024-07-30,712,448,87,2
2024-07-31,698,415,65,4
2024-08-01,592,424,66,2
2024-08-02,565,312,80,2
2024-08-03,359,275,43,4
2024-08-04,354,258,57,3
2024-08-05,664,416,76,4
2024-08-06,532,341,59,6
2024-08-07,500,334,73,4
2024-08-08,484,290,57,3
2024-08-09,415,274,52,2
2024-08-10,330,229,53,2
2024-08-11,368,251,67,4
2024-08-12,592,415,66,1
2024-08-13,535,376,72,1
2024-08-14,510,362,51,0
2024-08-15,513,288,72,4
2024-08-16,454,287,71,0
2024-08-17,315,200,44,4
2024-08-18,260,210,47,2
2024-08-19,523,321,63,2
2024-08-20,527,283,56,5
2024-08-21,470,286,47,1
2024-08-22,442,270,51,5
2024-08-23,414,220,67,2
2024-08-24,273,193,49,1
2024-08-25,262,213,38,1
2024-08-26,507,308,51,2
2024-08-27,379,257,41,2
2024-08-28,392,266,59,2
2024-08-29,425,205,55,1
2024-08-30,327,219,61,1
2024-08-31,250,157,32,2
2024-09-01,214,161,40,3
2024-09-02,220,164,37,1
2024-09-03,416,281,44,2
2024-09-04,400,247,42,2
2024-09-05,382,219,37,5
2024-09-06,308,195,41,4
2024-09-07,230,147,38,4
2024-09-08,201,171,39,2
2024-09-09,398,234,35,2
2024-09-10,369,254,40,4
2024-09-11,368,209,29,2
2024-09-12,386,236,54,1
2024-09-13,336,218,48,2
2024-09-14,229,158,38,1
2024-09-15,219,150,25,1
2024-09-16,420,229,52,1
2024-09-17,391,211,44,1
2024-09-18,330,183,42,5
2024-09-19,327,200,37,2
2024-09-20,311,154,39,3
2024-09-21,178,118,33,2
2024-09-22,204,152,27,1
2024-09-23,333,187,37,1
2024-09-24,283,130,28,2
2024-09-25,321,158,24,0
2024-09-26,257,139,26,1
2024-09-27,203,94,23,0
2024-09-28,130,84,19,1
2024-09-29,154,61,24,1
2024-09-30,244,104,27,3
2024-10-01,215,126,32,1
2024-10-02,165,126,25,0
2024-10-03,156,81,20,2
2024-10-04,122,71,28,2
2024-10-05,96,50,17,1
2024-10-06,126,68,21,1
2024-10-07,197,97,19,1
2024-10-08,181,80,25,1
2024-10-09,155,72,22,3
2024-10-10,139,61,19,1
2024-10-11,103,49,17,1
2024-10-12,56,36,5,1
2024-10-13,96,68,24,1
2024-10-14,137,94,22,0
2024-10-15,138,74,15,0
2024-10-16,118,72,9,2
2024-10-17,89,61,19,2
2024-10-18,87,53,14,1
2024-10-19,79,39,14,2
2024-10-20,97,72,11,3
2024-10-21,140,78,23,2
2024-10-22,114,57,6,1
2024-10-23,144,75,21,1
2024-10-24,113,76,18,0
2024-10-25,101,52,19,0
2024-10-26,62,35,13,1
2024-10-27,90,76,13,1
2024-10-28,136,85,21,1
2024-10-29,110,73,16,0
2024-10-30,114,77,22,3
2024-10-31,120,59,18,1
2024-11-01,107,70,14,0
2024-11-02,67,55,8,1
2024-11-03,69,46,12,0
2024-11-04,122,62,17,1
2024-11-05,89,34,18,3
2024-11-06,88,54,11,0
2024-11-07,113,60,17,0
2024-11-08,86,36,15,1
2024-11-09,56,25,12,0
2024-11-10,62,31,11,0
2024-11-11,113,55,21,2
2024-11-12,120,44,18,1
2024-11-13,101,41,12,1
2024-11-14,86,48,12,1
2024-11-15,91,48,7,0
2024-11-16,50,25,10,1
2024-11-17,81,43,11,0
2024-11-18,111,63,14,0
2024-11-19,117,58,14,3
2024-11-20,89,46,12,1
2024-11-21,109,57,10,1
2024-11-22,79,46,18,0
2024-11-23,74,42,8,0
2024-11-24,84,54,17,0
2024-11-25,116,63,9,1
2024-11-26,107,56,12,0
2024-11-27,107,76,16,0
2024-11-28,59,16,10,0
2024-11-29,82,54,16,1
2024-11-30,80,56,9,0
2024-12-01,83,68,11,1
2024-12-02,149,109,18,0
2024-12-03,139,107,20,0
2024-12-04,140,95,10,1
2024-12-05,140,77,10,1
2024-12-06,129,67,11,0
2024-12-07,78,84,16,1
2024-12-08,104,72,15,1
2024-12-09,150,105,23,0
2024-12-10,196,107,25,1
2024-12-11,167,49,17,0
2024-12-12,159,63,22,2
2024-12-13,138,110,23,2
2024-12-14,95,73,16,2
2024-12-15,98,84,12,0
2024-12-16,203,149,23,2
2024-12-17,239,131,24,1
2024-12-18,193,128,18,2
2024-12-19,172,131,20,0
2024-12-20,170,120,17,0
2024-12-21,107,84,11,2
2024-12-22,99,95,16,2
2024-12-23,196,128,18,0
2024-12-24,140,87,18,0
2024-12-25,99,50,17,0
2024-12-26,219,134,31,1
2024-12-27,243,148,38,1
2024-12-28,159,108,33,1
2024-12-29,185,122,33,1
2024-12-30,306,183,33,1
2024-12-31,210,120,25,3
2025-01-01,148,103,20,4
2025-01-02,291,182,24,3
2025-01-03,239,175,30,2
2025-01-04,173,121,33,1
2025-01-05,200,124,27,2
2025-01-06,285,163,26,1
2025-01-07,274,165,31,0
2025-01-08,245,138,32,2
2025-01-09,240,170,18,3
2025-01-10,209,102,23,4
2025-01-11,191,112,26,2
2025-01-12,154,114,19,0
2025-01-13,369,184,44,2
2025-01-14,330,169,24,3
2025-01-15,283,137,24,2
2025-01-16,267,151,39,5
2025-01-17,265,149,33,4
2025-01-18,189,119,26,2
2025-01-19,204,124,26,2
2025-01-20,237,143,21,2
2025-01-21,325,155,39,0
2025-01-22,312,165,39,4
2025-01-23,317,185,41,2
2025-01-24,287,137,22,1
2025-01-25,198,116,24,1
2025-01-26,189,150,27,2
2025-01-27,378,229,42,4
2025-01-28,321,205,31,3
2025-01-29,341,186,41,0
2025-01-30,336,190,26,2
2025-01-31,314,156,30,0
2025-02-01,206,111,30,3
2025-02-02,185,133,25,2
2025-02-03,410,273,40,3
2025-02-04,386,218,33,1
2025-02-05,392,214,25,7
2025-02-06,302,193,36,1
2025-02-07,309,155,33,3
2025-02-08,229,145,34,1
2025-02-09,181,114,19,2
2025-02-10,421,236,42,0
2025-02-11,370,242,38,2
2025-02-12,351,211,33,3
2025-02-13,328,184,34,2
2025-02-14,265,125,25,3
2025-02-15,164,162,25,4
2025-02-16,185,116,30,2
2025-02-17,244,166,32,1
2025-02-18,321,183,34,1
2025-02-19,321,173,33,3
2025-02-20,346,172,48,4
2025-02-21,270,115,32,4
2025-02-22,200,135,32,2
2025-02-23,204,136,32,1
2025-02-24,369,227,40,3
2025-02-25,347,177,46,2
2025-02-26,313,163,35,1
2025-02-27,323,155,21,5
2025-02-28,326,133,36,4
2025-03-01,205,143,29,3
2025-03-02,170,122,17,3
2025-03-03,356,193,36,2
2025-03-04,381,217,37,1
2025-03-05,341,216,39,3
2025-03-06,340,207,35,3
2025-03-07,322,185,39,3
2025-03-08,193,134,26,0
2025-03-09,208,136,32,0
2025-03-10,462,306,41,1
2025-03-11,434,246,32,2
2025-03-12,417,243,44,2
2025-03-13,396,218,41,0
2025-03-14,340,214,34,3
2025-03-15,240,149,37,4
2025-03-16,266,182,29,2
2025-03-17,509,321,54,3
2025-03-18,408,315,49,2
2025-03-19,441,255,45,4
2025-03-20,416,235,32,2
2025-03-21,314,188,37,0
2025-03-22,227,127,30,1
2025-03-23,225,158,36,2
2025-03-24,430,290,43,2
2025-03-25,436,276,46,3
2025-03-26,464,267,51,2
2025-03-27,361,267,48,1
2025-03-28,330,232,39,2
2025-03-29,221,139,43,1
2025-03-30,231,165,23,2
2025-03-31,417,242,48,3
2025-04-01,416,239,58,2
2025-04-02,378,240,57,2
2025-04-03,387,217,32,3
2025-04-04,298,161,37,2
2025-04-05,189,130,33,3
2025-04-06,223,164,39,3
2025-04-07,371,238,44,0
2025-04-08,373,225,31,4
2025-04-09,329,248,31,3
2025-04-10,290,182,30,0
2025-04-11,251,137,28,1
2025-04-12,179,100,36,1
2025-04-13,158,155,22,3
2025-04-14,311,175,43,3
2025-04-15,297,173,44,1
2025-04-16,280,124,29,1
2025-04-17,278,184,36,4
2025-04-18,223,124,33,1
2025-04-19,181,107,35,4
2025-04-20,127,115,22,0
2025-04-21,312,203,27,3
2025-04-22,254,173,31,0
2025-04-23,250,141,26,3
2025-04-24,238,139,28,1
2025-04-25,192,105,31,2
2025-04-26,125,90,21,2
2025-04-27,116,108,27,0
2025-04-28,200,169,37,2
2025-04-29,192,127,29,4
2025-04-30,192,132,31,0
2025-05-01,143,128,24,5
2025-05-02,173,104,25,2
2025-05-03,102,72,14,1
2025-05-04,110,79,19,5
2025-05-05,187,144,25,1
2025-05-06,163,113,28,1
2025-05-07,152,114,15,0
2025-05-08,142,100,16,1
2025-05-09,135,83,17,1
2025-05-10,103,63,12,2
2025-05-11,95,80,17,1
2025-05-12,172,144,24,2
2025-05-13,162,112,15,3
2025-05-14,142,111,23,0
2025-05-15,168,103,19,1
2025-05-16,124,90,14,1
2025-05-17,89,64,16,1
2025-05-18,94,63,11,0
2025-05-19,161,133,11,0
2025-05-20,170,111,16,1
2025-05-21,146,104,19,1
2025-05-22,139,78,9,0
2025-05-23,137,74,12,1
2025-05-24,91,61,18,1
2025-05-25,102,74,9,1
2025-05-26,96,60,18,1
2025-05-27,184,145,14,2
