pred_cases
6605.5664
6566.704
6517.892
6465.575
6412.2744
6358.97
6306.0396
6253.622
6201.766
6150.4824
6099.769
6049.619
6000.0225
5950.97
5902.453
5854.462
5806.988
5760.0225
5713.5566
5667.5835
5622.094
5577.082
5532.539
5488.4585
5444.834
5401.657
5358.9233
5316.624
