pred_cases
501.432
503.8541
506.28705
508.731
511.1859
513.6519
516.12897
518.6172
521.11664
523.6272
526.1492
528.6823
531.22687
533.78284
536.3502
538.9291
541.5194
544.1214
546.7349
549.3601
551.997
554.6456
557.3061
559.9783
562.6624
565.3584
568.0664
570.7863
573.5184
576.2624
579.0186
581.787
584.56757
587.3605
590.1656
592.98303
595.813
598.6553
601.51013
604.37744
607.2573
610.1498
613.055
615.97284
618.90344
621.8468
624.8031
627.7721
630.7542
633.74915
636.7571
639.77826
642.8124
645.85974
648.9202
651.99396
655.081
658.1813
661.29504
664.4222
667.56274
670.71686
673.8844
677.06573
680.2606
683.4692
686.69147
689.9276
693.1775
696.4412
699.71893
703.0106
706.31616
