pred_cases
538.66077
539.78564
540.9122
542.0404
543.1703
544.3018
545.43506
546.57
547.70667
548.845
549.9849
551.1266
552.26996
553.415
554.5617
555.7101
556.86017
558.01196
559.1654
560.3205
561.47723
562.63574
563.7959
564.95764
566.12115
567.2863
568.4531
569.6216
570.7919
571.9636
573.13715
574.3124
575.48914
576.6677
577.8478
579.02966
580.2132
581.3983
582.58514
583.77356
584.96375
586.15546
587.34894
588.54407
589.7407
590.9391
592.13916
593.3408
594.5442
595.74915
596.95575
598.16406
599.37396
600.58545
601.79865
603.01355
604.23
605.44806
606.6677
607.8891
609.11206
610.3367
611.56287
612.7907
614.02026
615.2513
616.4841
617.7184
618.9543
620.1919
621.431
622.6719
623.91425
