pred_cases
31.443407
31.443432
31.443459
31.443483
31.443512
31.443542
31.44357
31.443598
31.443628
31.443659
31.443687
31.443722
31.443754
31.443783
31.44382
31.443853
31.443888
31.443924
31.44396
31.443996
31.444035
31.444073
31.444113
31.444155
31.444195
31.444237
31.444277
31.444323
31.444366
31.444412
31.444458
31.444504
31.444551
31.4446
31.444649
31.444698
31.44475
31.4448
31.444855
31.444906
31.444965
31.445017
31.445076
31.445133
31.445189
31.44525
31.445312
31.445374
31.445435
31.4455
31.44556
31.44563
31.445696
31.445763
31.445833
31.4459
31.445972
31.446043
31.446112
31.446175
31.446217
31.4462
31.446024
31.445398
31.443518
31.43805
31.421694
31.362837
30.954868
27.560997
21.619453
18.158976
16.445868
