pred_cases
1850.5369
1886.7029
1923.0088
1959.4995
1996.2173
2033.2014
2070.4893
2108.1157
2146.114
2184.5151
2223.3486
2262.643
2302.4246
2342.7188
2383.5503
2424.9424
2466.917
2509.4958
2552.6997
2596.5488
2641.062
2686.2583
2732.156
2778.7727
2826.1257
2874.232
2923.1082
2972.7703
