pred_cases
487.628
489.666
491.60016
493.4463
495.22556
496.97232
498.72134
500.49847
502.3189
504.18948
506.11145
508.0833
510.1019
512.1638
514.2657
516.40424
518.5767
520.7804
523.0133
525.2734
527.559
529.8687
532.20135
534.5557
536.931
539.32635
541.74097
544.1742
546.6257
549.0947
551.5809
554.0839
