date,day_idx,pred_cases,smooth_cases_window,truth_cases
2020-07-09,0,156.88972,3,449.0
2020-07-10,1,157.10988,3,396.3333435058594
2020-07-11,2,157.33432,3,337.3333435058594
2020-07-12,3,157.56308,3,279.6666564941406
2020-07-13,4,157.79626,3,338.6666564941406
2020-07-14,5,158.03397,3,386.0
2020-07-15,6,158.27626,3,461.3333435058594
2020-07-16,7,158.52324,3,437.6666564941406
2020-07-17,8,158.775,3,442.3333435058594
2020-07-18,9,159.03162,3,367.0
2020-07-19,10,159.29318,3,290.0
2020-07-20,11,159.55983,3,290.6666564941406
2020-07-21,12,159.83163,3,330.3333435058594
2020-07-22,13,160.10866,3,379.0
2020-07-23,14,160.39108,3,342.0
2020-07-24,15,160.67892,3,328.6666564941406
2020-07-25,16,160.97237,3,268.6666564941406
2020-07-26,17,161.27144,3,213.3333282470703
2020-07-27,18,161.57631,3,218.6666717529297
2020-07-28,19,161.88705,3,272.6666564941406
2020-07-29,20,162.20381,3,324.0
2020-07-30,21,162.52667,3,308.6666564941406
2020-07-31,22,162.85579,3,293.6666564941406
2020-08-01,23,163.19122,3,257.0
2020-08-02,24,163.53284,3,210.3333282470703
2020-08-03,25,163.87376,3,239.6666717529297
2020-08-04,26,164.01334,3,241.3333282470703
2020-08-05,27,147.25073,3,299.3333435058594
