date,day_idx,pred_cases,smooth_cases_window,truth_cases
2020-07-09,0,344.8084,3,449.0
2020-07-10,1,336.9837,3,396.3333435058594
2020-07-11,2,329.45032,3,337.3333435058594
2020-07-12,3,322.1974,3,279.6666564941406
2020-07-13,4,315.21436,3,338.6666564941406
2020-07-14,5,308.49103,3,386.0
2020-07-15,6,302.01752,3,461.3333435058594
2020-07-16,7,295.7843,3,437.6666564941406
2020-07-17,8,289.7821,3,442.3333435058594
2020-07-18,9,284.0019,3,367.0
2020-07-19,10,278.43494,3,290.0
2020-07-20,11,273.0725,3,290.6666564941406
2020-07-21,12,267.906,3,330.3333435058594
2020-07-22,13,262.92688,3,379.0
2020-07-23,14,258.12634,3,342.0
2020-07-24,15,253.49539,3,328.6666564941406
2020-07-25,16,249.0244,3,268.6666564941406
2020-07-26,17,244.70279,3,213.3333282470703
2020-07-27,18,240.51843,3,218.6666717529297
2020-07-28,19,236.45667,3,272.6666564941406
2020-07-29,20,232.49844,3,324.0
2020-07-30,21,228.61713,3,308.6666564941406
2020-07-31,22,224.77214,3,293.6666564941406
2020-08-01,23,220.89598,3,257.0
2020-08-02,24,216.8665,3,210.3333282470703
2020-08-03,25,212.44008,3,239.6666717529297
2020-08-04,26,206.94885,3,241.3333282470703
2020-08-05,27,195.77588,3,299.3333435058594
