pred_cases
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.50436
33.504303
33.501534
33.37256
30.373426
23.143057
18.935125
17.005213
