pred_cases
19921.867
20306.4
20694.055
21083.9
21475.246
21867.508
22260.18
22652.781
23044.86
23435.969
23825.691
24213.617
24599.344
24982.484
25362.668
25739.525
26112.707
26481.87
26846.686
27206.836
27562.02
27911.943
28256.328
28594.912
28927.441
29253.68
29573.41
29886.418
