pred_cases
2549.2524
2832.8645
3123.8838
3450.682
3806.8206
4194.7544
4617.217
5077.0903
5577.3975
6121.297
6712.061
7353.0645
8047.7505
8799.6045
9612.105
10488.683
11432.647
12447.136
13535.015
14698.806
15940.577
17261.85
18663.467
20145.502
21707.139
23346.56
25060.852
26845.936
28696.5
30605.982
32566.572
34569.25
36603.902
38659.406
