cases_raw,cases,pub_0,pub_1,pub_2,pub_3,pub_4,pub_5,pub_6,pub_7,pub_8,pub_9
5312.0,3928.285714285714,954.0,185.0,5.0,-21.2,-10.2,23.0,-30.0,-37.0,6.0,11.243243243243244
5163.0,4111.714285714285,924.0,191.0,8.0,-20.4,-8.6,21.8,-30.0,-37.0,5.6,11.867867867867869
4732.0,4224.857142857143,917.0,165.0,5.0,-26.8,-14.4,-2.6,-32.8,-39.0,7.4,12.076076076076076
3247.0,4280.0,697.0,141.0,15.0,-23.8,-15.0,71.2,-20.0,-18.8,-1.0,11.451451451451453
3203.0,4326.428571428572,748.0,149.0,7.0,-23.0,-18.2,75.6,-19.0,-18.8,-1.6,10.202202202202203
6019.0,4854.142857142857,1028.0,206.0,7.0,-23.0,-12.6,20.4,-29.8,-38.6,6.4,12.492492492492492
5185.0,4694.428571428572,937.0,200.0,14.0,-22.4,-13.6,17.4,-29.2,-36.6,6.2,12.492492492492492
4953.0,4643.142857142857,973.0,184.0,13.0,-21.2,-13.2,26.4,-29.0,-36.0,5.4,11.65965965965966
4808.0,4592.428571428572,899.0,179.0,15.0,-21.6,-10.4,24.8,-29.2,-36.6,5.8,10.41041041041041
4575.0,4570.0,828.0,188.0,12.0,-26.0,-15.2,20.4,-32.6,-39.0,7.2,10.826826826826826
3019.0,4537.428571428572,657.0,157.0,7.0,-26.8,-18.0,48.4,-20.2,-18.8,-0.2,9.369369369369371
3096.0,4522.142857142857,706.0,156.0,19.0,-23.8,-18.4,59.2,-20.0,-18.2,-0.2,10.202202202202203
5376.0,4430.285714285715,1006.0,206.0,14.0,-30.0,-21.0,-12.2,-34.6,-40.2,12.6,11.243243243243244
5057.0,4412.0,977.0,195.0,12.0,-22.2,-12.2,25.4,-28.2,-36.4,11.0,11.451451451451453
4765.0,4385.142857142857,923.0,194.0,15.0,-23.6,-15.0,19.0,-30.2,-36.2,6.4,11.451451451451453
4241.0,4304.142857142857,804.0,190.0,16.0,-24.4,-14.6,11.8,-31.2,-37.0,6.8,13.74174174174174
4078.0,4233.142857142857,862.0,156.0,19.0,-26.2,-13.6,10.4,-32.0,-38.6,6.8,10.826826826826826
2896.0,4215.571428571428,716.0,147.0,21.0,-26.6,-16.4,57.2,-21.6,-18.6,-0.2,9.369369369369371
2709.0,4160.285714285715,676.0,128.0,17.0,-28.0,-21.6,47.0,-25.4,-19.2,0.4,9.57757757757758
5225.0,4138.714285714285,934.0,201.0,18.0,-28.4,-17.6,-8.6,-34.4,-39.0,9.0,11.451451451451453
4787.0,4100.142857142857,897.0,166.0,13.0,-20.2,-8.4,24.4,-27.8,-35.6,5.8,10.41041041041041
4533.0,4067.0,872.0,174.0,15.0,-20.8,-11.6,23.8,-29.2,-35.2,6.0,9.785785785785787
3943.0,4024.4285714285716,716.0,143.0,14.0,-22.2,-10.6,16.0,-30.6,-36.2,6.4,9.993993993993994
3606.0,3957.0,696.0,149.0,16.0,-24.8,-10.6,6.4,-31.4,-38.4,7.0,8.744744744744747
2385.0,3884.0,564.0,133.0,16.0,-24.2,-14.2,67.4,-18.0,-17.6,-1.4,8.952952952952954
2568.0,3863.8571428571427,631.0,139.0,13.0,-24.2,-17.6,63.8,-18.6,-17.4,-1.0,9.161161161161164
4757.0,3797.0,898.0,165.0,14.0,-25.8,-13.6,-7.2,-33.2,-38.8,7.6,9.61921921921922
4338.0,3732.8571428571427,794.0,163.0,15.0,-21.8,-10.6,25.4,-30.0,-35.4,6.4,8.932132132132134
3588.0,3597.8571428571427,389.0,173.0,10.0,-20.2,-10.4,23.0,-30.0,-35.6,6.2,8.35955955955956
3640.0,3554.5714285714284,676.0,154.0,14.0,-22.8,-11.4,19.8,-30.6,-36.4,6.2,8.130530530530532
3333.0,3515.5714285714284,605.0,177.0,16.0,-25.8,-12.4,6.6,-33.0,-39.2,7.2,8.932132132132134
2201.0,3489.285714285714,521.0,115.0,17.0,-24.8,-15.8,50.4,-20.6,-19.0,-0.4,7.557957957957958
2071.0,3418.285714285714,453.0,121.0,16.0,-27.2,-19.6,45.8,-23.6,-20.4,0.2,7.786986986986988
4173.0,3334.8571428571427,802.0,159.0,19.0,-25.2,-14.4,6.0,-33.2,-38.6,7.4,8.016016016016017
3379.0,3197.8571428571427,649.0,165.0,20.0,-24.8,-14.6,7.0,-30.6,-36.4,7.0,8.016016016016017
3267.0,3152.0,708.0,155.0,10.0,-21.4,-10.4,19.2,-30.6,-35.6,6.0,7.32892892892893
2947.0,3053.0,632.0,153.0,9.0,-22.6,-10.2,14.4,-30.6,-36.6,6.2,8.130530530530532
2601.0,2948.4285714285716,584.0,144.0,12.0,-25.0,-12.4,17.0,-31.2,-38.4,6.0,8.130530530530532
1721.0,2879.8571428571427,426.0,93.0,15.0,-24.6,-14.8,69.2,-18.4,-18.0,-1.4,7.32892892892893
1751.0,2834.1428571428573,420.0,108.0,14.0,-24.6,-18.4,65.4,-18.2,-18.4,-0.6,7.557957957957958
3316.0,2711.714285714286,636.0,145.0,12.0,-23.0,-14.4,14.6,-32.6,-39.6,9.2,7.901501501501504
2965.0,2652.5714285714284,586.0,141.0,14.0,-21.2,-12.0,23.2,-29.8,-37.4,8.4,8.817617617617618
2763.0,2580.5714285714284,554.0,144.0,19.0,-22.0,-13.8,13.6,-30.8,-37.4,9.0,8.130530530530532
2647.0,2537.714285714286,536.0,128.0,15.0,-20.4,-10.8,22.8,-29.4,-38.2,8.8,7.901501501501504
2459.0,2517.4285714285716,524.0,123.0,10.0,-24.8,-13.8,16.4,-31.0,-39.6,9.0,7.443443443443444
1670.0,2510.1428571428573,406.0,109.0,21.0,-25.4,-16.8,59.6,-17.2,-18.4,0.6,8.130530530530532
1689.0,2501.285714285714,423.0,102.0,14.0,-24.2,-19.2,53.4,-18.4,-18.0,0.4,7.443443443443444
2886.0,2439.8571428571427,596.0,147.0,16.0,-28.2,-19.8,-14.4,-35.2,-42.0,11.6,7.32892892892893
2587.0,2385.8571428571427,538.0,128.0,11.0,-21.0,-12.0,20.8,-29.8,-39.0,9.0,7.32892892892893
2445.0,2340.4285714285716,531.0,140.0,16.0,-21.6,-13.2,26.0,-30.4,-38.6,8.6,7.557957957957958
2330.0,2295.1428571428573,475.0,123.0,12.0,-21.8,-11.8,25.2,-29.6,-39.0,8.2,7.214414414414416
2095.0,2243.1428571428573,400.0,133.0,18.0,-28.2,-16.0,1.4,-32.8,-40.4,9.6,6.985385385385387
1423.0,2207.8571428571427,305.0,106.0,13.0,-25.2,-16.6,62.6,-18.4,-18.0,0.4,6.641841841841842
1454.0,2174.285714285714,338.0,91.0,14.0,-24.4,-20.0,52.2,-19.2,-18.2,0.4,6.756356356356356
2761.0,2156.4285714285716,574.0,144.0,4.0,-24.4,-16.0,18.4,-31.4,-40.8,8.2,8.016016016016017
2322.0,2118.5714285714284,463.0,138.0,14.0,-22.8,-14.0,22.0,-29.4,-38.4,7.2,7.557957957957958
2311.0,2099.4285714285716,473.0,100.0,12.0,-20.6,-13.4,24.8,-29.6,-38.6,6.0,8.130530530530532
2110.0,2068.0,451.0,110.0,11.0,-18.4,-9.4,30.2,-28.2,-39.2,5.2,6.412812812812814
1861.0,2034.5714285714287,378.0,117.0,12.0,-22.2,-11.0,21.6,-31.4,-41.0,6.0,6.5273273273273285
1235.0,2007.7142857142858,308.0,85.0,9.0,-22.0,-15.0,60.8,-17.6,-20.8,-1.8,6.412812812812814
1290.0,1984.2857142857142,330.0,78.0,18.0,-21.8,-19.4,60.6,-16.8,-19.2,-2.2,6.412812812812814
1311.0,1777.142857142857,318.0,92.0,10.0,-26.8,-23.2,21.6,-49.8,-71.0,15.2,7.214414414414416
2518.0,1805.142857142857,476.0,117.0,8.0,-32.2,-21.8,-31.0,-33.6,-40.6,8.4,6.985385385385387
2229.0,1793.4285714285713,427.0,103.0,11.0,-18.8,-6.8,4.4,-27.8,-36.4,5.8,7.214414414414416
2050.0,1784.857142857143,412.0,108.0,13.0,-18.4,-5.8,23.4,-23.0,-36.4,4.0,7.6724724724724735
1886.0,1788.4285714285713,374.0,99.0,12.0,-23.0,-11.4,19.4,-25.2,-36.2,4.4,6.870870870870872
1362.0,1806.5714285714287,338.0,90.0,9.0,-20.8,-13.0,63.8,-14.4,-16.0,-0.8,6.298298298298299
1248.0,1800.5714285714287,303.0,96.0,10.0,-26.8,-19.6,1.2,-22.6,-16.8,2.2,5.954754754754756
2586.0,1982.7142857142858,518.0,114.0,9.0,-23.2,-11.6,4.0,-24.4,-36.0,5.0,7.214414414414416
2183.0,1934.857142857143,453.0,124.0,13.0,-22.8,-10.8,10.4,-22.0,-35.0,4.6,7.214414414414416
2312.0,1946.7142857142858,489.0,118.0,9.0,-20.2,-9.0,17.6,-23.2,-34.2,3.8,7.901501501501504
2091.0,1952.5714285714287,436.0,108.0,13.0,-19.8,-8.0,15.8,-23.2,-34.6,3.4,7.443443443443444
2024.0,1972.2857142857142,418.0,86.0,19.0,-23.4,-11.2,9.0,-25.0,-35.4,4.2,7.443443443443444
1408.0,1978.857142857143,321.0,82.0,10.0,-21.0,-13.2,53.0,-15.8,-16.6,-1.2,6.870870870870872
